,age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over18,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_workin_gyears,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,same_as_monthly_income,date_birth,salary,role_departament,remote_work
368,39,False,rarely,903.0,,2,5,,,1,M,41,4,3, saLEs exEcUTIVe ,3,Single,,2560,0,,False,0.18,3.0,4,,0,9.0,3,3.0,8,,0,7,,1984,1000000000.0,nan,False
369,36,False,no,1229.0,,8,4,Technical Degree,990.0,1,M,84,3,2, SaLes EXeCuTiVE ,4,Divorced,,25952,4,,False,0.13,,4,,2,12.0,3,3.0,7,,0,7,,1987,1000000000.0,nan,True
370,46,False,,566.0,,7,2,Medical,,4,M,,3,3, ManuFActurIng dIrEctOr ,3,,10845.0,24208,6,True,,0.13,3.0,2,,1,,3,3.0,8,,0,7,10845.0,1977,1000000000.0,nan,False
371,54,False,rarely,1441.0,,17,3,Technical Degree,1013.0,3,F,56,3,3, MaNUfaCtUrInG diRectOr ,3,,,13943,8,,,0.11,,3,80.0,1,22.0,2,3.0,10,,0,8,,1969,1000000000.0,nan,
372,30,False,rarely,153.0,,8,2,,1015.0,2,F,73,4,3, REseARCH DIrECTOr ,1,,,17802,0,True,True,0.12,3.0,3,,3,,4,2.0,8,,1,7,,1993,1000000000.0,nan,
373,26,False,,1066.0,,2,2,Medical,1018.0,4,M,32,4,2, MaNUFActURinG DIreCtoR ,4,Married,5472.0,3334,1,,,0.12,3.0,2,,0,,2,3.0,8,,1,3,5472.0,1997,1000000000.0,nan,False
374,55,False,frequently,135.0,,18,4,Medical,1034.0,3,M,62,3,2, HeAltHCarE rEpREsENtAtIVe ,2,Married,6385.0,12992,3,,,0.14,3.0,4,80.0,2,,3,3.0,8,,6,7,6385.0,1968,1000000000.0,nan,True
375,50,False,no,145.0, Sales ,1,3,Life Sciences,,4,F,95,3,2, salEs eXECuTivE ,3,Married,6347.0,24920,0,True,,0.12,3.0,1,,1,,3,3.0,18,,0,13,6347.0,1973,1000000000.0,Sales,
376,32,False,no,1109.0,,29,4,,1046.0,4,F,69,3,1, laBoratORy TeCHNicIan ,3,Single,,11135,9,,False,0.12,3.0,2,,0,10.0,2,3.0,8,,7,7,,1991,1000000000.0,nan,True
377,53,False,frequently,124.0,,2,3,Marketing,1050.0,3,F,38,2,3, saLEs eXEcutivE ,2,,7525.0,23537,2,,,0.12,3.0,1,,1,30.0,2,,15,,6,12,7525.0,1970,1000000000.0,nan,True
378,40,False,rarely,300.0,,26,3,,,3,M,74,3,2, SAles ExECutiVE ,1,Married,,22217,1,,,0.14,3.0,2,80.0,1,8.0,3,2.0,7,,7,5,,1983,1000000000.0,nan,False
379,55,False,,444.0,,2,1,,1074.0,3,M,40,2,4, maNAGER ,1,Single,,17323,7,,False,0.15,3.0,2,,0,,3,4.0,9,,6,2,,1968,1000000000.0,nan,
380,28,True,no,1366.0,,24,2,,1082.0,2,M,72,2,3, HeaLthcarE rEPrESeNtATIVE ,1,Single,,12355,1,True,False,0.12,3.0,1,,0,10.0,2,2.0,10,,1,9,,1995,1000000000.0,nan,False
381,28,False,rarely,857.0,,10,3,Other,1097.0,3,F,59,3,2, ReSeArCH ScIEntIsT ,3,Single,3660.0,7909,3,,False,0.13,3.0,4,80.0,0,,4,4.0,8,,1,7,3660.0,1995,1000000000.0,nan,True
382,35,True,,1204.0,,4,3,Technical Degree,1100.0,4,M,86,3,3, SAlEs EXECUTIVE ,1,,,10333,0,True,,0.22,4.0,1,80.0,0,9.0,2,3.0,8,,4,7,,1988,1000000000.0,nan,True
383,33,True,frequently,827.0, Research & Development ,36,4,Medical,1101.0,36,F,54,2,2, ReseaRch scIenTisT ,3,Single,,3129,1,,False,0.22,4.0,2,,0,14.0,4,3.0,13,,3,8,,1990,1000000000.0,Research & Development,True
384,25,True,,1219.0, Research & Development ,4,1,Technical Degree,1106.0,4,M,32,3,1, LaBoraTORY teCHNiCIaN ,4,Married,,4605,1,True,,0.15,,2,,1,7.0,3,4.0,7,,5,6,,1998,1000000000.0,Research & Development,True
385,38,False,,770.0, Sales ,10,4,,1119.0,3,M,,2,3, sALEs ExeCuTive ,3,,8740.0,5569,0,,True,0.14,3.0,2,,2,9.0,2,,8,,2,7,8740.0,1985,1000000000.0,Sales,
386,28,False,,950.0,,12,3,,,12,F,93,3,3, manUFactURiNG dIReCtoR ,2,,,8039,0,,,0.17,3.0,2,80.0,3,,3,2.0,9,,1,7,,1995,1000000000.0,nan,
387,43,False,frequently,1082.0,,27,3,Life Sciences,1126.0,3,F,83,3,3, maNufactUrinG dIREctOr ,1,Married,,11535,8,,False,0.11,3.0,3,,1,18.0,1,3.0,8,,0,1,,1980,1000000000.0,nan,False
388,39,True,frequently,203.0, Research & Development ,2,3,Life Sciences,,1,M,84,3,4, heALtHCARE rePResENtAtivE ,4,,,13547,7,,False,0.11,3.0,4,,3,21.0,4,3.0,18,,11,5,,1984,1000000000.0,Research & Development,False
389,40,False,rarely,1308.0,,14,3,,1128.0,3,M,44,2,5, rEsearch diRecTOR ,3,,,17544,1,True,False,0.14,,1,80.0,0,,2,,20,,4,9,,1983,1000000000.0,nan,True
390,29,False,rarely,718.0,,8,1,Medical,,2,M,79,2,2, maNUfaCTUrinG DIReCtOR ,4,Married,,17689,1,,,0.15,3.0,3,80.0,1,10.0,2,2.0,10,,1,2,,1994,1000000000.0,nan,True
391,40,False,,593.0,,32,4,,,2,F,88,3,3, ResEaRCH dIReCtor ,3,,13499.0,13782,9,,False,0.17,3.0,3,,0,20.0,3,2.0,18,,2,13,13499.0,1983,1000000000.0,nan,False
392,26,False,rarely,1384.0,,3,4,,1177.0,1,M,82,4,1, lABORATorY TEchNIciAN ,4,,,13421,1,True,,0.22,4.0,2,,1,8.0,2,3.0,8,,0,7,,1997,1000000000.0,nan,
393,35,False,rarely,819.0,,2,3,,1182.0,3,M,44,2,3, mAnuFAcTuRinG direCToR ,2,Divorced,,19588,2,,False,0.18,3.0,2,80.0,1,15.0,2,4.0,7,,6,4,,1988,1000000000.0,nan,True
394,53,False,,1223.0, Research & Development ,7,2,Medical,1201.0,4,F,50,3,5, ManAgEr ,3,Divorced,,18640,3,True,False,0.18,3.0,2,,1,26.0,6,3.0,7,,4,7,,1970,1000000000.0,Research & Development,False
395,35,False,,1361.0,,17,4,Life Sciences,1218.0,3,M,94,3,2, SALes ExeCUTIvE ,1,,,21026,3,True,,0.15,3.0,4,,3,15.0,2,3.0,7,,1,7,,1988,1000000000.0,nan,True
396,33,False,,1146.0,,25,3,Medical,1220.0,2,F,,3,2, sAles exeCutive ,3,,,4905,1,,False,0.12,3.0,1,,1,,3,2.0,10,,0,1,,1990,1000000000.0,nan,True
397,36,False,,, Research & Development ,6,4,Life Sciences,,3,M,60,1,1, laboRAtORy TecHnICiAN ,3,Divorced,,6865,1,True,False,0.14,3.0,3,,1,,4,3.0,7,,1,7,,1987,1000000000.0,Research & Development,True
398,30,False,rarely,853.0,,7,4,Life Sciences,1224.0,3,M,49,3,2, lAbORATorY tECHnICIaN ,3,Divorced,3491.0,11309,1,,,0.13,,1,,3,,4,2.0,10,,8,9,3491.0,1993,1000000000.0,nan,
399,60,False,,,,29,4,,,29,M,52,4,2, SalEs ExeCutIVe ,4,Divorced,5220.0,10893,0,,,0.18,3.0,2,,1,12.0,3,3.0,11,,1,9,5220.0,1963,1000000000.0,nan,
400,32,False,,1316.0,,2,2,Life Sciences,1235.0,4,F,38,3,2, resEArch scIENTisT ,3,Single,,2338,4,True,True,0.14,3.0,4,,0,10.0,2,3.0,8,,0,7,,1991,1000000000.0,nan,False
401,36,False,,363.0,,1,3,Technical Degree,1237.0,3,F,,1,3, mANUFaCTuRing DirECtOR ,1,Divorced,10252.0,4235,2,,True,0.21,4.0,3,,1,17.0,2,3.0,7,,7,7,10252.0,1987,1000000000.0,nan,True
402,27,False,rarely,1103.0,,14,3,,,1,M,42,3,1, rEseARcH sciENTIST ,1,,,14377,1,,,0.14,3.0,4,80.0,2,,3,2.0,9,,6,8,,1996,1000000000.0,nan,True
403,43,False,,920.0, Research & Development ,3,3,Life Sciences,1255.0,3,M,96,1,5, ReSeARCH diRECtoR ,4,,19740.0,18625,3,True,False,0.14,3.0,2,80.0,1,,2,3.0,8,,0,7,19740.0,1980,1000000000.0,Research & Development,True
404,29,False,rarely,694.0,,1,3,,1264.0,4,F,,2,4, ReSeArCh dirECTOR ,4,Divorced,,3423,3,True,False,0.14,3.0,2,,2,9.0,2,2.0,7,,1,7,,1994,1000000000.0,nan,
405,59,False,,1429.0,,24,4,,1283.0,24,M,67,3,3, MANufactUring Director ,4,Single,,20002,6,,False,0.12,3.0,4,,0,,6,2.0,9,,5,4,,1964,1000000000.0,nan,False
406,43,False,rarely,531.0,,4,4,Marketing,1293.0,4,F,56,2,3, salES ExECUTIVE ,4,Single,,20364,3,,False,0.14,3.0,4,,0,23.0,3,4.0,21,,15,17,,1980,1000000000.0,nan,True
407,44,True,rarely,621.0,,15,3,Medical,1295.0,1,F,73,3,3, hEALtHcARE rePrESeNtATIve ,4,Married,,14075,1,True,,0.11,3.0,4,80.0,1,,2,3.0,10,,0,5,,1979,1000000000.0,nan,True
408,29,True,,806.0, Research & Development ,7,3,Technical Degree,,2,F,39,3,1, LAborAtOry TEchniCIAn ,3,Divorced,,17285,3,,True,0.13,3.0,1,,2,10.0,2,3.0,7,,7,7,,1994,1000000000.0,Research & Development,True
409,32,False,rarely,604.0,,8,3,,,3,M,56,4,2, SalEs eXecUTive ,4,Married,6209.0,11693,1,,,0.15,3.0,3,,2,,4,4.0,10,,0,8,6209.0,1991,1000000000.0,nan,False
410,36,False,rarely,325.0,,10,4,Technical Degree,,4,F,63,3,3, HEalthCare REPresenTaTIve ,3,Married,7094.0,5747,3,True,False,0.12,3.0,1,,0,,0,3.0,7,,1,7,7094.0,1987,1000000000.0,nan,
411,52,True,,1030.0, Sales ,5,3,,,2,M,64,3,3, SaLeS eXECutiVE ,2,Single,,21534,9,True,True,0.19,3.0,3,,0,,2,2.0,8,,7,7,,1971,1000000000.0,Sales,True
412,39,False,rarely,524.0,,33,2,,1322.0,1,M,32,3,2, mAnuFAcTuRiNG diRECtOR ,3,Single,4534.0,13352,0,,,0.11,3.0,1,,0,,6,,8,,1,7,4534.0,1984,1000000000.0,nan,
413,34,False,,943.0,,9,3,,1344.0,4,M,86,3,3, HeAlthcarE rEPreSentATive ,4,,8500.0,5494,0,,,0.11,,4,80.0,1,10.0,0,2.0,9,,1,6,8500.0,1989,1000000000.0,nan,
414,38,False,,1009.0,,2,2,Life Sciences,1355.0,2,F,31,3,2, SALEs eXEcUtive ,1,,,19461,3,,,0.15,3.0,4,,1,11.0,3,3.0,7,,1,7,,1985,1000000000.0,nan,
415,36,False,frequently,607.0, Sales ,12,3,Marketing,1362.0,12,F,83,4,2, SalEs eXECuTive ,1,Marreid,4639.0,2261,2,True,False,0.16,3.0,4,,1,,2,2.0,15,,6,13,4639.0,1987,1000000000.0,Sales,True
416,35,False,,817.0,,1,3,,1369.0,4,F,60,2,2, labORATORY TecHnICian ,4,,5363.0,10846,0,True,False,0.12,3.0,2,80.0,1,10.0,0,3.0,9,,0,0,5363.0,1988,1000000000.0,nan,False
417,55,True,,,,13,4,,,1,M,85,4,4, sAleS EXecUtiVE ,3,,,9277,6,True,,0.17,3.0,3,80.0,0,,2,2.0,19,,3,8,,1968,1000000000.0,nan,
418,34,False,,,,29,3,,1377.0,2,M,86,3,2, lAborAtory TeChNiCIAN ,3,,,17491,4,True,,0.13,3.0,1,,2,10.0,1,3.0,8,,7,7,,1989,1000000000.0,nan,False
419,43,False,,930.0,,6,3,Medical,1402.0,1,F,73,2,2, rEsEArCH SCiENtIsT ,3,Single,4081.0,20003,1,,True,0.14,3.0,1,,0,20.0,3,1.0,20,,1,8,4081.0,1980,1000000000.0,nan,False
420,42,False,rarely,1147.0,,10,3,Human Resources,1408.0,3,F,31,3,4, MANAGER ,1,Married,,16616,0,,,0.14,3.0,3,80.0,1,21.0,5,3.0,20,,0,9,,1981,1000000000.0,nan,False
421,26,False,rarely,652.0,,7,3,,1417.0,3,M,100,4,1, LaboratOry tEchNicIaN ,1,Single,3578.0,23577,0,,False,0.12,3.0,4,,0,8.0,2,3.0,7,,0,7,3578.0,1997,1000000000.0,nan,
422,29,True,,337.0,,14,1,Other,1421.0,3,F,84,3,3, heaLtHCaRe REpResENtaTive ,4,Single,,22930,0,,True,0.12,3.0,1,,0,,1,3.0,8,,7,7,,1994,1000000000.0,nan,True
423,54,False,,971.0, Research & Development ,1,3,,1422.0,4,F,54,3,4, rESeaRCH DIReCToR ,4,,17328.0,5652,6,,,0.19,3.0,4,,0,29.0,3,2.0,20,,12,7,17328.0,1969,1000000000.0,Research & Development,False
424,55,False,,1136.0,,1,4,,1424.0,2,M,81,4,4, reseaRCh dirEcTOr ,4,Divorced,,12414,2,True,False,0.13,3.0,4,80.0,2,31.0,4,4.0,7,,0,0,,1968,1000000000.0,nan,
425,40,False,no,663.0,,9,4,Other,,3,M,81,3,2, lABORAtoRy TecHNiCIan ,3,,,23099,3,True,False,0.11,3.0,3,80.0,2,11.0,2,,8,,0,7,,1983,1000000000.0,nan,True
426,31,False,,326.0,,8,2,,,1,M,31,3,3, Sales eXEcUTive ,4,Divorced,10793.0,8386,1,,,0.18,,1,,1,13.0,5,3.0,13,,9,9,10793.0,1992,1000000000.0,nan,
427,46,True,,377.0,,9,3,Marketing,1457.0,1,M,52,3,3, SaLeS EXecUtiVe ,4,Divorced,,15986,4,,False,0.11,3.0,1,,1,28.0,1,4.0,7,,4,3,,1977,1000000000.0,nan,True
428,45,False,rarely,1038.0,,20,3,Medical,1460.0,2,M,95,1,3, healtHCARe RePresenTATiVE ,1,,10851.0,19863,2,True,True,0.18,3.0,2,80.0,1,,2,3.0,7,,0,7,10851.0,1978,1000000000.0,nan,False
429,49,False,rarely,1490.0,,7,4,Life Sciences,1484.0,3,M,35,3,3, hEAltHcArE RepreSeNTATivE ,2,Divorced,10466.0,20948,3,True,,0.14,3.0,2,,2,29.0,3,3.0,8,,0,7,10466.0,1974,1000000000.0,nan,False
430,29,False,rarely,1246.0,,19,3,,1497.0,3,M,77,2,2, SAlES eXeCuTIve ,3,,,23757,1,True,,0.14,3.0,3,,2,10.0,3,3.0,10,,0,4,,1994,1000000000.0,nan,True
431,29,True,,224.0,,1,4,Technical Degree,1522.0,1,M,100,2,1, RESEarcH SCiENTiSt ,1,Single,2362.0,7568,6,True,False,0.13,3.0,3,,0,,2,1.0,9,,0,7,2362.0,1994,1000000000.0,nan,True
432,29,False,,441.0,,8,1,Other,1544.0,3,F,39,1,2, HealtHcaRe REpReSENTatIve ,1,,,7288,3,,False,0.13,3.0,3,,1,9.0,3,3.0,7,,0,7,,1994,1000000000.0,nan,True
433,40,False,rarely,898.0, Human Resources ,6,2,,,3,M,38,3,4, mANAGeR ,4,Single,,17381,1,True,True,0.21,4.0,4,80.0,0,21.0,2,3.0,21,,7,7,,1983,1000000000.0,Human Resources,True
434,48,False,,, Sales ,16,4,Life Sciences,,3,F,96,3,2, saLeS exECUtive ,3,Divorced,6439.0,13693,8,,False,0.14,3.0,3,,1,18.0,2,,8,,7,7,6439.0,1975,1000000000.0,Sales,True
435,53,True,,607.0,,2,5,,1572.0,3,F,78,2,3, maNUFaCTuRINg DiRECTOr ,4,Married,,14618,0,,,0.16,3.0,2,,1,,4,3.0,33,,1,9,,1970,1000000000.0,nan,True
436,44,False,,1313.0,,7,3,Medical,1608.0,2,F,31,3,5, REsearcH DiREcToR ,4,,,3549,0,,True,0.14,,4,80.0,1,,4,2.0,22,,1,10,,1979,1000000000.0,nan,False
437,45,False,,1015.0,,5,5,,1611.0,3,F,50,1,2, laBORATOrY TEchNICian ,1,,5769.0,23447,1,True,,0.14,3.0,1,,0,10.0,3,3.0,10,,1,4,5769.0,1978,1000000000.0,nan,False
438,45,False,no,,,26,3,Marketing,1612.0,1,M,52,2,2, saLES ExeCutive ,1,,4385.0,24162,1,True,,0.15,,1,80.0,1,10.0,2,,10,,4,5,4385.0,1978,1000000000.0,nan,False
439,34,False,frequently,426.0,,10,4,,1615.0,3,M,42,4,2, ManuFacTuRiNg DIrEcTOr ,4,,,17000,1,,,0.13,3.0,1,,1,9.0,3,,9,,7,2,,1989,1000000000.0,nan,True
440,39,False,,1387.0, Research & Development ,10,5,Medical,,2,M,76,3,2, maNuFAcTURInG DIReCtoR ,1,,,3835,2,True,,0.13,3.0,4,,3,,3,3.0,7,,7,7,,1984,1000000000.0,Research & Development,False
441,27,False,,1302.0, Research & Development ,36,3,,1619.0,36,M,,2,1, LABORaTorY TEChNIcIAN ,1,Divorced,4066.0,16290,1,,False,0.11,3.0,1,,2,7.0,3,3.0,7,,0,7,4066.0,1996,1000000000.0,Research & Development,True
442,45,False,rarely,1329.0,,2,2,,1635.0,4,F,59,2,2, mANufacTuRiNG diReCTOr ,4,Divorced,,5388,1,,,0.19,3.0,1,,2,10.0,3,3.0,10,,3,9,,1978,1000000000.0,nan,True
443,44,False,,602.0,,1,5,,1642.0,1,M,37,3,2, HUmAn resOuRceS ,4,Married,,10503,4,,True,0.11,3.0,3,,0,14.0,3,3.0,10,,0,2,,1979,1000000000.0,nan,
444,25,False,,772.0,,2,1,Life Sciences,1653.0,4,M,77,4,2, MaNuFACtuRInG dirECTOR ,3,Divorced,5206.0,4973,1,,,0.17,3.0,3,,2,7.0,6,3.0,7,,0,7,5206.0,1998,1000000000.0,nan,False
445,49,False,,809.0,,1,3,,,3,M,36,3,4, MANAgEr ,3,Single,,22384,4,True,,0.14,3.0,1,80.0,0,23.0,2,3.0,8,,0,0,,1974,1000000000.0,nan,
446,48,True,frequently,,,7,2,,1691.0,4,F,95,3,1, SaLeS rEPRESENTATive ,3,,2655.0,11740,2,,,0.11,,3,80.0,2,19.0,3,3.0,9,,7,7,2655.0,1975,1000000000.0,nan,False
447,26,False,,786.0,,7,3,Medical,1693.0,4,M,76,3,1, lAboRAtORy TecHnIcIaN ,4,,2570.0,11925,1,,False,0.2,4.0,3,80.0,0,7.0,5,3.0,7,,5,7,2570.0,1997,1000000000.0,nan,True
448,44,False,rarely,921.0,,2,3,Life Sciences,1703.0,3,F,96,4,3, hEALThCare RepreseNtATIVE ,4,,,14810,1,,,0.19,,2,,1,,2,3.0,8,,6,7,,1979,1000000000.0,nan,True
449,36,False,,530.0,,2,4,,,3,F,51,3,2, SAles REpReSENtaTiVE ,4,Single,4502.0,7439,3,True,,0.15,,3,,0,17.0,2,2.0,13,,6,7,4502.0,1987,1000000000.0,nan,True
450,46,False,,717.0, Research & Development ,13,4,,1727.0,3,M,34,3,2, hEalTHcARe RePrEseNTATive ,2,Single,,9697,6,,False,0.14,3.0,4,,0,19.0,3,3.0,10,,0,9,,1977,1000000000.0,Research & Development,
451,35,False,,1370.0,,27,4,Life Sciences,1728.0,4,M,49,3,2, MaNUFaCtuRiNG DirEctOr ,3,Married,,5151,2,True,,0.16,3.0,2,80.0,1,17.0,3,3.0,7,,0,7,,1988,1000000000.0,nan,True
452,30,False,frequently,1312.0,,2,4,,1745.0,4,F,78,2,1, REsEArCh scientiST ,1,,4968.0,26427,0,True,,0.16,3.0,4,80.0,0,10.0,2,,9,,0,7,4968.0,1993,1000000000.0,nan,False
453,30,False,,979.0,,15,2,Marketing,1754.0,3,M,94,2,3, sALeS eXeCuTivE ,1,,,3088,2,,False,0.11,3.0,1,80.0,1,,2,3.0,7,,1,7,,1993,1000000000.0,nan,True
454,33,False,no,1283.0,,2,3,Marketing,1756.0,4,F,62,3,2, sALEs EXEcUtIvE ,2,,5147.0,10697,8,,False,0.15,3.0,4,,0,13.0,2,2.0,11,,1,7,5147.0,1990,1000000000.0,nan,
455,32,False,,953.0,,5,4,,1764.0,2,M,65,3,1, REsEarCH SciENtIST ,2,Single,2718.0,17674,2,True,False,0.14,3.0,2,,0,12.0,3,3.0,7,,0,7,2718.0,1991,1000000000.0,nan,True
456,43,False,rarely,244.0,,2,3,Life Sciences,1778.0,2,M,97,3,1, HuMAN reSourcEs ,4,,3539.0,5033,0,True,False,0.13,3.0,2,80.0,0,,5,3.0,9,,1,8,3539.0,1980,1000000000.0,nan,False
457,31,False,rarely,196.0,,29,4,Marketing,,1,F,91,2,2, SALeS ExECUtIVE ,4,,5468.0,13402,1,,,0.14,3.0,1,,2,,3,3.0,12,,5,7,5468.0,1992,1000000000.0,nan,True
458,35,True,,303.0,,27,3,,1797.0,3,M,84,3,2, SaLEs EXEcuTIVe ,4,,5813.0,13492,1,,,0.18,3.0,4,80.0,0,,2,3.0,10,,7,7,5813.0,1988,1000000000.0,nan,False
459,35,False,no,1180.0, Research & Development ,2,2,Medical,1804.0,2,M,90,3,2, mANuFActuring DireCtOR ,4,Divorced,,24442,2,,False,0.14,3.0,3,,1,15.0,6,3.0,7,,1,7,,1988,1000000000.0,Research & Development,False
460,30,False,,1092.0,,10,3,Medical,1816.0,1,F,64,3,3, MANufaCturiNg dIrECtOr ,3,Single,9667.0,2739,9,True,False,0.14,3.0,2,,0,9.0,3,3.0,7,,0,2,9667.0,1993,1000000000.0,nan,False
461,46,True,rarely,261.0,,19,2,Medical,1821.0,4,F,66,3,2, heALThcare RePreSeNtatIve ,2,Married,,10842,4,,False,0.22,4.0,4,,1,13.0,2,4.0,9,7.0,3,7,,1977,1000000000.0,nan,False
462,45,False,no,589.0,,2,4,,,3,F,67,3,2, sAlEs EXeCUTive ,3,Married,5154.0,19665,4,True,,0.22,4.0,2,,2,10.0,3,4.0,8,,5,7,5154.0,1978,1000000000.0,nan,False
463,43,False,frequently,1422.0,,2,4,Life Sciences,1849.0,1,M,92,3,2, SALEs eXecuTIVE ,4,Married,5675.0,19246,1,,,0.2,4.0,3,,1,7.0,5,3.0,7,,7,7,5675.0,1980,1000000000.0,nan,False
464,46,True,,,,10,3,Life Sciences,1869.0,3,F,64,3,3, saLES exeCuTIVe ,2,,7314.0,14011,5,True,,0.21,4.0,3,80.0,3,14.0,2,3.0,8,,0,7,7314.0,1977,1000000000.0,nan,True
465,40,False,rarely,1137.0, Research & Development ,1,4,,,1,M,98,3,4, MaNagEr ,1,,,18991,2,True,,0.11,3.0,1,,1,22.0,3,,19,,11,16,,1983,1000000000.0,Research & Development,
466,27,False,rarely,511.0, Sales ,2,2,,1898.0,1,F,89,4,2, SaLeS exeCuTIVe ,3,Single,,26997,0,True,False,0.14,3.0,2,,0,9.0,5,2.0,8,,0,7,,1996,1000000000.0,Sales,False
467,42,False,,1396.0,,6,3,Medical,1911.0,3,M,83,3,3, rESEARCh diReCtoR ,1,Married,,14842,9,True,False,0.13,3.0,2,80.0,1,18.0,3,4.0,13,,5,7,,1981,1000000000.0,nan,True
468,26,False,frequently,1096.0,,6,3,Other,,3,M,61,4,1, LaBorAtoRY tEchNIciaN ,4,Married,,7102,0,,False,0.18,3.0,1,,1,8.0,3,3.0,7,,7,7,,1997,1000000000.0,nan,
469,28,False,frequently,,,1,2,Life Sciences,1927.0,3,M,42,2,2, SaLeS ExECutiVe ,4,Married,,19255,1,,,0.12,3.0,3,,1,7.0,2,3.0,7,,0,7,,1995,1000000000.0,nan,
470,47,False,,1169.0,,14,4,,1934.0,3,M,64,3,2, ResEaRCh ScIENTiST ,2,Married,,2125,8,True,,0.18,3.0,3,80.0,1,,4,4.0,8,,1,7,,1976,1000000000.0,nan,False
471,34,False,rarely,1239.0,,13,4,Medical,1951.0,4,M,39,3,3, SalES ExecutivE ,3,Divorced,,22914,1,,False,0.18,3.0,3,,1,9.0,2,2.0,8,,1,1,,1989,1000000000.0,nan,True
472,26,False,,157.0, Research & Development ,1,3,Medical,1952.0,3,M,95,3,1, lAboRaTory tECHNIciAN ,1,Single,,20006,0,True,False,0.13,3.0,4,,0,8.0,6,,7,,7,6,,1997,1000000000.0,Research & Development,True
473,27,False,rarely,954.0,,9,3,,1965.0,4,M,44,3,2, Sales eXeCUtIVE ,4,,,5099,1,,,0.14,3.0,1,,0,,5,,7,,0,7,,1996,1000000000.0,nan,False
474,31,True,frequently,754.0, Sales ,26,4,Marketing,1967.0,1,M,63,3,2, saLes eXECUTIVe ,4,,,21075,1,True,True,0.11,3.0,3,,0,10.0,4,3.0,10,,0,8,,1992,1000000000.0,Sales,True
475,33,False,frequently,1303.0,,7,2,Life Sciences,,4,M,,3,2, hEALTHcaRe rePrESentATIve ,3,Divorced,,18079,1,,,0.2,,3,,3,9.0,2,3.0,9,,2,8,,1990,1000000000.0,nan,True
476,31,False,,697.0,,10,3,,1979.0,3,F,40,3,3, resEarch diReCtor ,3,Married,,26862,4,,False,0.2,4.0,3,,1,13.0,2,4.0,11,,4,8,,1992,1000000000.0,nan,True
477,35,False,,1395.0,,9,4,Medical,2008.0,2,M,48,3,2, REseaRCH SCIENTIsT ,3,,5098.0,18698,1,,False,0.19,3.0,2,,0,10.0,5,3.0,10,,0,8,5098.0,1988,1000000000.0,nan,True
478,33,False,rarely,501.0,,15,2,,2009.0,2,F,95,3,2, hEalthcarE ReprESeNTatiVe ,4,Married,,21653,0,,True,0.13,,1,,1,,6,3.0,9,,8,1,,1990,1000000000.0,nan,True
479,39,False,rarely,116.0,,24,1,Life Sciences,2014.0,1,M,52,3,2, resEaRcH SCieNTiST ,4,Single,,5340,7,,False,0.13,,1,,0,,2,3.0,7,,1,7,,1984,1000000000.0,nan,False
480,36,False,rarely,557.0,,46,3,,,46,F,94,2,3, salEs ExECutIvE ,4,Marreid,,12695,0,True,False,0.19,3.0,3,,2,10.0,2,3.0,9,,3,4,,1987,1000000000.0,nan,True
481,41,False,rarely,582.0,,28,4,Life Sciences,2034.0,1,F,60,2,4, maNUfaCtuRINg dIReCTor ,2,Married,13570.0,5640,0,True,False,0.23,,3,,1,21.0,3,3.0,20,,0,10,13570.0,1982,1000000000.0,nan,True
482,34,False,,704.0, Sales ,28,3,Marketing,2035.0,4,F,95,2,2, saLes EXEcuTiVe ,3,Married,6712.0,8978,1,True,False,0.21,4.0,4,,2,8.0,2,3.0,8,,1,7,6712.0,1989,1000000000.0,Sales,False
483,38,False,rarely,,,10,2,,,1,F,100,3,2, SaLes exECutiVe ,4,Married,,5982,1,,False,0.11,3.0,3,,1,10.0,1,3.0,10,,1,9,,1985,1000000000.0,nan,True
484,39,False,rarely,613.0,,6,1,,2062.0,4,M,42,2,3, hEALthcarE REPrESEnTATIve ,1,,9991.0,21457,4,,,0.15,3.0,1,80.0,1,,5,3.0,7,,1,7,9991.0,1984,1000000000.0,nan,True
485,34,False,rarely,419.0,,7,4,,28.0,1,F,53,3,3, reSeArch dIRectoR ,2,Single,,21293,0,,False,0.11,,3,,0,,4,3.0,12,6.0,2,11,,1989,1000000000.0,nan,False
486,44,False,rarely,477.0,,7,4,Medical,,1,F,42,2,3, HeAlthCArE RePReSeNtaTIVe ,4,Married,10248.0,2094,3,,,0.14,,4,,1,24.0,4,3.0,22,,5,17,10248.0,1979,1000000000.0,nan,
487,46,False,,1211.0,,5,4,,62.0,1,M,98,3,2, SAlES EXEcUtIve ,4,Single,,20445,4,True,,0.21,,3,,0,14.0,4,3.0,9,,0,8,,1977,1000000000.0,nan,True
488,41,False,frequently,857.0, Research & Development ,10,3,Life Sciences,199.0,4,M,91,2,4, mAnaGeR ,1,Divorced,,12888,4,True,,0.13,3.0,2,,1,,2,2.0,7,,7,7,,1982,1000000000.0,Research & Development,False
