,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_current_manager,date_birth,remote_work,grupo
377,False,frequently,124.0,,2,3,marketing,1050.0,3.0,f,38.0,2,3,sales executive,2,,7525.0,23537,2,,0.12,3.0,1,1,30.0,2,,15,6,12,1970,True,variante
378,False,rarely,300.0,,26,3,,,3.0,m,74.0,3,2,sales executive,1,married,,22217,1,,0.14,3.0,2,1,8.0,3,2.0,7,7,5,1983,False,variante
379,False,,444.0,,2,1,,1074.0,3.0,m,40.0,2,4,manager,1,single,,17323,7,False,0.15,3.0,2,0,,3,4.0,9,6,2,1968,,variante
380,True,no,1366.0,,24,2,,1082.0,2.0,m,72.0,2,3,healthcare representative,1,single,,12355,1,False,0.12,3.0,1,0,10.0,2,2.0,10,1,9,1995,False,variante
381,False,rarely,857.0,,10,3,other,1097.0,3.0,f,59.0,3,2,research scientist,3,single,3660.0,7909,3,False,0.13,3.0,4,0,,4,4.0,8,1,7,1995,True,control
382,True,,1204.0,,4,3,technical degree,1100.0,4.0,m,86.0,3,3,sales executive,1,,,10333,0,,0.22,4.0,1,0,9.0,2,3.0,8,4,7,1988,True,variante
383,True,frequently,827.0,research & development,36,4,medical,1101.0,,f,54.0,2,2,research scientist,3,single,,3129,1,False,0.22,4.0,2,0,14.0,4,3.0,13,3,8,1990,True,control
384,True,,1219.0,research & development,4,1,technical degree,1106.0,4.0,m,32.0,3,1,laboratory technician,4,married,,4605,1,,0.15,,2,1,7.0,3,4.0,7,5,6,1998,True,control
385,False,,770.0,sales,10,4,,1119.0,3.0,m,,2,3,sales executive,3,,8740.0,5569,0,True,0.14,3.0,2,2,9.0,2,,8,2,7,1985,,control
386,False,,950.0,,12,3,,,,f,93.0,3,3,manufacturing director,2,,,8039,0,,0.17,3.0,2,3,,3,2.0,9,1,7,1995,,variante
387,False,frequently,1082.0,,27,3,life sciences,1126.0,3.0,f,83.0,3,3,manufacturing director,1,married,,11535,8,False,0.11,3.0,3,1,18.0,1,3.0,8,0,1,1980,False,variante
388,True,frequently,203.0,research & development,2,3,life sciences,,1.0,m,84.0,3,4,healthcare representative,4,,,13547,7,False,0.11,3.0,4,3,21.0,4,3.0,18,11,5,1984,False,control
389,False,rarely,1308.0,,14,3,,1128.0,3.0,m,44.0,2,5,research director,3,,,17544,1,False,0.14,,1,0,,2,,20,4,9,1983,True,control
390,False,rarely,718.0,,8,1,medical,,2.0,m,79.0,2,2,manufacturing director,4,married,,17689,1,,0.15,3.0,3,1,10.0,2,2.0,10,1,2,1994,True,control
391,False,,593.0,,32,4,,,2.0,f,88.0,3,3,research director,3,,13499.0,13782,9,False,0.17,3.0,3,0,20.0,3,2.0,18,2,13,1983,False,control
392,False,rarely,1384.0,,3,4,,1177.0,1.0,m,82.0,4,1,laboratory technician,4,,,13421,1,,0.22,4.0,2,1,8.0,2,3.0,8,0,7,1997,,control
393,False,rarely,819.0,,2,3,,1182.0,3.0,m,44.0,2,3,manufacturing director,2,divorced,,19588,2,False,0.18,3.0,2,1,15.0,2,4.0,7,6,4,1988,True,variante
394,False,,1223.0,research & development,7,2,medical,1201.0,4.0,f,50.0,3,5,manager,3,divorced,,18640,3,False,0.18,3.0,2,1,26.0,6,3.0,7,4,7,1970,False,control
395,False,,1361.0,,17,4,life sciences,1218.0,3.0,m,94.0,3,2,sales executive,1,,,21026,3,,0.15,3.0,4,3,15.0,2,3.0,7,1,7,1988,True,variante
396,False,,1146.0,,25,3,medical,1220.0,2.0,f,,3,2,sales executive,3,,,4905,1,False,0.12,3.0,1,1,,3,2.0,10,0,1,1990,True,control
397,False,,,research & development,6,4,life sciences,,3.0,m,60.0,1,1,laboratory technician,3,divorced,,6865,1,False,0.14,3.0,3,1,,4,3.0,7,1,7,1987,True,control
398,False,rarely,853.0,,7,4,life sciences,1224.0,3.0,m,49.0,3,2,laboratory technician,3,divorced,3491.0,11309,1,,0.13,,1,3,,4,2.0,10,8,9,1993,,control
399,False,,,,29,4,,,,m,52.0,4,2,sales executive,4,divorced,5220.0,10893,0,,0.18,3.0,2,1,12.0,3,3.0,11,1,9,1963,,control
400,False,,1316.0,,2,2,life sciences,1235.0,4.0,f,38.0,3,2,research scientist,3,single,,2338,4,True,0.14,3.0,4,0,10.0,2,3.0,8,0,7,1991,False,control
401,False,,363.0,,1,3,technical degree,1237.0,3.0,f,,1,3,manufacturing director,1,divorced,10252.0,4235,2,True,0.21,4.0,3,1,17.0,2,3.0,7,7,7,1987,True,variante
402,False,rarely,1103.0,,14,3,,,1.0,m,42.0,3,1,research scientist,1,,,14377,1,,0.14,3.0,4,2,,3,2.0,9,6,8,1996,True,variante
403,False,,920.0,research & development,3,3,life sciences,1255.0,3.0,m,96.0,1,5,research director,4,,19740.0,18625,3,False,0.14,3.0,2,1,,2,3.0,8,0,7,1980,True,control
404,False,rarely,694.0,,1,3,,1264.0,4.0,f,,2,4,research director,4,divorced,,3423,3,False,0.14,3.0,2,2,9.0,2,2.0,7,1,7,1994,,control
405,False,,1429.0,,24,4,,1283.0,,m,67.0,3,3,manufacturing director,4,single,,20002,6,False,0.12,3.0,4,0,,6,2.0,9,5,4,1964,False,control
406,False,rarely,531.0,,4,4,marketing,1293.0,4.0,f,56.0,2,3,sales executive,4,single,,20364,3,False,0.14,3.0,4,0,23.0,3,4.0,21,15,17,1980,True,control
407,True,rarely,621.0,,15,3,medical,1295.0,1.0,f,73.0,3,3,healthcare representative,4,married,,14075,1,,0.11,3.0,4,1,,2,3.0,10,0,5,1979,True,control
408,True,,806.0,research & development,7,3,technical degree,,2.0,f,39.0,3,1,laboratory technician,3,divorced,,17285,3,True,0.13,3.0,1,2,10.0,2,3.0,7,7,7,1994,True,control
409,False,rarely,604.0,,8,3,,,3.0,m,56.0,4,2,sales executive,4,married,6209.0,11693,1,,0.15,3.0,3,2,,4,4.0,10,0,8,1991,False,control
410,False,rarely,325.0,,10,4,technical degree,,4.0,f,63.0,3,3,healthcare representative,3,married,7094.0,5747,3,False,0.12,3.0,1,0,,0,3.0,7,1,7,1987,,control
411,True,,1030.0,sales,5,3,,,2.0,m,64.0,3,3,sales executive,2,single,,21534,9,True,0.19,3.0,3,0,,2,2.0,8,7,7,1971,True,variante
412,False,rarely,524.0,,33,2,,1322.0,1.0,m,32.0,3,2,manufacturing director,3,single,4534.0,13352,0,,0.11,3.0,1,0,,6,,8,1,7,1984,,control
413,False,,943.0,,9,3,,1344.0,4.0,m,86.0,3,3,healthcare representative,4,,8500.0,5494,0,,0.11,,4,1,10.0,0,2.0,9,1,6,1989,,control
414,False,,1009.0,,2,2,life sciences,1355.0,2.0,f,31.0,3,2,sales executive,1,,,19461,3,,0.15,3.0,4,1,11.0,3,3.0,7,1,7,1985,,variante
415,False,frequently,607.0,sales,12,3,marketing,1362.0,,f,83.0,4,2,sales executive,1,married,4639.0,2261,2,False,0.16,3.0,4,1,,2,2.0,15,6,13,1987,True,variante
416,False,,817.0,,1,3,,1369.0,4.0,f,60.0,2,2,laboratory technician,4,,5363.0,10846,0,False,0.12,3.0,2,1,10.0,0,3.0,9,0,0,1988,False,control
417,True,,,,13,4,,,1.0,m,85.0,4,4,sales executive,3,,,9277,6,,0.17,3.0,3,0,,2,2.0,19,3,8,1968,,control
418,False,,,,29,3,,1377.0,2.0,m,86.0,3,2,laboratory technician,3,,,17491,4,,0.13,3.0,1,2,10.0,1,3.0,8,7,7,1989,False,control
419,False,,930.0,,6,3,medical,1402.0,1.0,f,73.0,2,2,research scientist,3,single,4081.0,20003,1,True,0.14,3.0,1,0,20.0,3,1.0,20,1,8,1980,False,control
420,False,rarely,1147.0,,10,3,human resources,1408.0,3.0,f,31.0,3,4,manager,1,married,,16616,0,,0.14,3.0,3,1,21.0,5,3.0,20,0,9,1981,False,variante
421,False,rarely,652.0,,7,3,,1417.0,3.0,m,100.0,4,1,laboratory technician,1,single,3578.0,23577,0,False,0.12,3.0,4,0,8.0,2,3.0,7,0,7,1997,,variante
422,True,,337.0,,14,1,other,1421.0,3.0,f,84.0,3,3,healthcare representative,4,single,,22930,0,True,0.12,3.0,1,0,,1,3.0,8,7,7,1994,True,control
423,False,,971.0,research & development,1,3,,1422.0,4.0,f,54.0,3,4,research director,4,,17328.0,5652,6,,0.19,3.0,4,0,29.0,3,2.0,20,12,7,1969,False,control
424,False,,1136.0,,1,4,,1424.0,2.0,m,81.0,4,4,research director,4,divorced,,12414,2,False,0.13,3.0,4,2,31.0,4,4.0,7,0,0,1968,,control
425,False,no,663.0,,9,4,other,,3.0,m,81.0,3,2,laboratory technician,3,,,23099,3,False,0.11,3.0,3,2,11.0,2,,8,0,7,1983,True,control
426,False,,326.0,,8,2,,,1.0,m,31.0,3,3,sales executive,4,divorced,10793.0,8386,1,,0.18,,1,1,13.0,5,3.0,13,9,9,1992,,control
427,True,,377.0,,9,3,marketing,1457.0,1.0,m,52.0,3,3,sales executive,4,divorced,,15986,4,False,0.11,3.0,1,1,28.0,1,4.0,7,4,3,1977,True,control
428,False,rarely,1038.0,,20,3,medical,1460.0,2.0,m,95.0,1,3,healthcare representative,1,,10851.0,19863,2,True,0.18,3.0,2,1,,2,3.0,7,0,7,1978,False,variante
429,False,rarely,1490.0,,7,4,life sciences,1484.0,3.0,m,35.0,3,3,healthcare representative,2,divorced,10466.0,20948,3,,0.14,3.0,2,2,29.0,3,3.0,8,0,7,1974,False,variante
430,False,rarely,1246.0,,19,3,,1497.0,3.0,m,77.0,2,2,sales executive,3,,,23757,1,,0.14,3.0,3,2,10.0,3,3.0,10,0,4,1994,True,control
431,True,,224.0,,1,4,technical degree,1522.0,1.0,m,100.0,2,1,research scientist,1,single,2362.0,7568,6,False,0.13,3.0,3,0,,2,1.0,9,0,7,1994,True,variante
432,False,,441.0,,8,1,other,1544.0,3.0,f,39.0,1,2,healthcare representative,1,,,7288,3,False,0.13,3.0,3,1,9.0,3,3.0,7,0,7,1994,True,variante
433,False,rarely,898.0,human resources,6,2,,,3.0,m,38.0,3,4,manager,4,single,,17381,1,True,0.21,4.0,4,0,21.0,2,3.0,21,7,7,1983,True,control
434,False,,,sales,16,4,life sciences,,3.0,f,96.0,3,2,sales executive,3,divorced,6439.0,13693,8,False,0.14,3.0,3,1,18.0,2,,8,7,7,1975,True,control
435,True,,607.0,,2,5,,1572.0,3.0,f,78.0,2,3,manufacturing director,4,married,,14618,0,,0.16,3.0,2,1,,4,3.0,33,1,9,1970,True,control
436,False,,1313.0,,7,3,medical,1608.0,2.0,f,31.0,3,5,research director,4,,,3549,0,True,0.14,,4,1,,4,2.0,22,1,10,1979,False,control
437,False,,1015.0,,5,5,,1611.0,3.0,f,50.0,1,2,laboratory technician,1,,5769.0,23447,1,,0.14,3.0,1,0,10.0,3,3.0,10,1,4,1978,False,variante
438,False,no,,,26,3,marketing,1612.0,1.0,m,52.0,2,2,sales executive,1,,4385.0,24162,1,,0.15,,1,1,10.0,2,,10,4,5,1978,False,variante
439,False,frequently,426.0,,10,4,,1615.0,3.0,m,42.0,4,2,manufacturing director,4,,,17000,1,,0.13,3.0,1,1,9.0,3,,9,7,2,1989,True,control
440,False,,1387.0,research & development,10,5,medical,,2.0,m,76.0,3,2,manufacturing director,1,,,3835,2,,0.13,3.0,4,3,,3,3.0,7,7,7,1984,False,variante
441,False,,1302.0,research & development,36,3,,1619.0,,m,,2,1,laboratory technician,1,divorced,4066.0,16290,1,False,0.11,3.0,1,2,7.0,3,3.0,7,0,7,1996,True,variante
442,False,rarely,1329.0,,2,2,,1635.0,4.0,f,59.0,2,2,manufacturing director,4,divorced,,5388,1,,0.19,3.0,1,2,10.0,3,3.0,10,3,9,1978,True,control
443,False,,602.0,,1,5,,1642.0,1.0,m,37.0,3,2,human resources,4,married,,10503,4,True,0.11,3.0,3,0,14.0,3,3.0,10,0,2,1979,,control
444,False,,772.0,,2,1,life sciences,1653.0,4.0,m,77.0,4,2,manufacturing director,3,divorced,5206.0,4973,1,,0.17,3.0,3,2,7.0,6,3.0,7,0,7,1998,False,control
445,False,,809.0,,1,3,,,3.0,m,36.0,3,4,manager,3,single,,22384,4,,0.14,3.0,1,0,23.0,2,3.0,8,0,0,1974,,control
446,True,frequently,,,7,2,,1691.0,4.0,f,95.0,3,1,sales representative,3,,2655.0,11740,2,,0.11,,3,2,19.0,3,3.0,9,7,7,1975,False,control
447,False,,786.0,,7,3,medical,1693.0,4.0,m,76.0,3,1,laboratory technician,4,,2570.0,11925,1,False,0.2,4.0,3,0,7.0,5,3.0,7,5,7,1997,True,control
448,False,rarely,921.0,,2,3,life sciences,1703.0,3.0,f,96.0,4,3,healthcare representative,4,,,14810,1,,0.19,,2,1,,2,3.0,8,6,7,1979,True,control
449,False,,530.0,,2,4,,,3.0,f,51.0,3,2,sales representative,4,single,4502.0,7439,3,,0.15,,3,0,17.0,2,2.0,13,6,7,1987,True,control
450,False,,717.0,research & development,13,4,,1727.0,3.0,m,34.0,3,2,healthcare representative,2,single,,9697,6,False,0.14,3.0,4,0,19.0,3,3.0,10,0,9,1977,,variante
451,False,,1370.0,,27,4,life sciences,1728.0,4.0,m,49.0,3,2,manufacturing director,3,married,,5151,2,,0.16,3.0,2,1,17.0,3,3.0,7,0,7,1988,True,control
452,False,frequently,1312.0,,2,4,,1745.0,4.0,f,78.0,2,1,research scientist,1,,4968.0,26427,0,,0.16,3.0,4,0,10.0,2,,9,0,7,1993,False,variante
453,False,,979.0,,15,2,marketing,1754.0,3.0,m,94.0,2,3,sales executive,1,,,3088,2,False,0.11,3.0,1,1,,2,3.0,7,1,7,1993,True,variante
454,False,no,1283.0,,2,3,marketing,1756.0,4.0,f,62.0,3,2,sales executive,2,,5147.0,10697,8,False,0.15,3.0,4,0,13.0,2,2.0,11,1,7,1990,,variante
455,False,,953.0,,5,4,,1764.0,2.0,m,65.0,3,1,research scientist,2,single,2718.0,17674,2,False,0.14,3.0,2,0,12.0,3,3.0,7,0,7,1991,True,variante
456,False,rarely,244.0,,2,3,life sciences,1778.0,2.0,m,97.0,3,1,human resources,4,,3539.0,5033,0,False,0.13,3.0,2,0,,5,3.0,9,1,8,1980,False,control
457,False,rarely,196.0,,29,4,marketing,,1.0,f,91.0,2,2,sales executive,4,,5468.0,13402,1,,0.14,3.0,1,2,,3,3.0,12,5,7,1992,True,control
458,True,,303.0,,27,3,,1797.0,3.0,m,84.0,3,2,sales executive,4,,5813.0,13492,1,,0.18,3.0,4,0,,2,3.0,10,7,7,1988,False,control
459,False,no,1180.0,research & development,2,2,medical,1804.0,2.0,m,90.0,3,2,manufacturing director,4,divorced,,24442,2,False,0.14,3.0,3,1,15.0,6,3.0,7,1,7,1988,False,control
460,False,,1092.0,,10,3,medical,1816.0,1.0,f,64.0,3,3,manufacturing director,3,single,9667.0,2739,9,False,0.14,3.0,2,0,9.0,3,3.0,7,0,2,1993,False,control
461,True,rarely,261.0,,19,2,medical,1821.0,4.0,f,66.0,3,2,healthcare representative,2,married,,10842,4,False,0.22,4.0,4,1,13.0,2,4.0,9,3,7,1977,False,variante
462,False,no,589.0,,2,4,,,3.0,f,67.0,3,2,sales executive,3,married,5154.0,19665,4,,0.22,4.0,2,2,10.0,3,4.0,8,5,7,1978,False,control
463,False,frequently,1422.0,,2,4,life sciences,1849.0,1.0,m,92.0,3,2,sales executive,4,married,5675.0,19246,1,,0.2,4.0,3,1,7.0,5,3.0,7,7,7,1980,False,control
464,True,,,,10,3,life sciences,1869.0,3.0,f,64.0,3,3,sales executive,2,,7314.0,14011,5,,0.21,4.0,3,3,14.0,2,3.0,8,0,7,1977,True,variante
465,False,rarely,1137.0,research & development,1,4,,,1.0,m,98.0,3,4,manager,1,,,18991,2,,0.11,3.0,1,1,22.0,3,,19,11,16,1983,,variante
466,False,rarely,511.0,sales,2,2,,1898.0,1.0,f,89.0,4,2,sales executive,3,single,,26997,0,False,0.14,3.0,2,0,9.0,5,2.0,8,0,7,1996,False,control
467,False,,1396.0,,6,3,medical,1911.0,3.0,m,83.0,3,3,research director,1,married,,14842,9,False,0.13,3.0,2,1,18.0,3,4.0,13,5,7,1981,True,variante
468,False,frequently,1096.0,,6,3,other,,3.0,m,61.0,4,1,laboratory technician,4,married,,7102,0,False,0.18,3.0,1,1,8.0,3,3.0,7,7,7,1997,,control
469,False,frequently,,,1,2,life sciences,1927.0,3.0,m,42.0,2,2,sales executive,4,married,,19255,1,,0.12,3.0,3,1,7.0,2,3.0,7,0,7,1995,,control
470,False,,1169.0,,14,4,,1934.0,3.0,m,64.0,3,2,research scientist,2,married,,2125,8,,0.18,3.0,3,1,,4,4.0,8,1,7,1976,False,variante
471,False,rarely,1239.0,,13,4,medical,1951.0,4.0,m,39.0,3,3,sales executive,3,divorced,,22914,1,False,0.18,3.0,3,1,9.0,2,2.0,8,1,1,1989,True,control
472,False,,157.0,research & development,1,3,medical,1952.0,3.0,m,95.0,3,1,laboratory technician,1,single,,20006,0,False,0.13,3.0,4,0,8.0,6,,7,7,6,1997,True,variante
473,False,rarely,954.0,,9,3,,1965.0,4.0,m,44.0,3,2,sales executive,4,,,5099,1,,0.14,3.0,1,0,,5,,7,0,7,1996,False,control
474,True,frequently,754.0,sales,26,4,marketing,1967.0,1.0,m,63.0,3,2,sales executive,4,,,21075,1,True,0.11,3.0,3,0,10.0,4,3.0,10,0,8,1992,True,control
475,False,frequently,1303.0,,7,2,life sciences,,4.0,m,,3,2,healthcare representative,3,divorced,,18079,1,,0.2,,3,3,9.0,2,3.0,9,2,8,1990,True,control
476,False,,697.0,,10,3,,1979.0,3.0,f,40.0,3,3,research director,3,married,,26862,4,False,0.2,4.0,3,1,13.0,2,4.0,11,4,8,1992,True,control
477,False,,1395.0,,9,4,medical,2008.0,2.0,m,48.0,3,2,research scientist,3,,5098.0,18698,1,False,0.19,3.0,2,0,10.0,5,3.0,10,0,8,1988,True,control
478,False,rarely,501.0,,15,2,,2009.0,2.0,f,95.0,3,2,healthcare representative,4,married,,21653,0,True,0.13,,1,1,,6,3.0,9,8,1,1990,True,control
479,False,rarely,116.0,,24,1,life sciences,2014.0,1.0,m,52.0,3,2,research scientist,4,single,,5340,7,False,0.13,,1,0,,2,3.0,7,1,7,1984,False,control
480,False,rarely,557.0,,46,3,,,,f,94.0,2,3,sales executive,4,married,,12695,0,False,0.19,3.0,3,2,10.0,2,3.0,9,3,4,1987,True,control
481,False,rarely,582.0,,28,4,life sciences,2034.0,1.0,f,60.0,2,4,manufacturing director,2,married,13570.0,5640,0,False,0.23,,3,1,21.0,3,3.0,20,0,10,1982,True,variante
482,False,,704.0,sales,28,3,marketing,2035.0,4.0,f,95.0,2,2,sales executive,3,married,6712.0,8978,1,False,0.21,4.0,4,2,8.0,2,3.0,8,1,7,1989,False,control
483,False,rarely,,,10,2,,,1.0,f,100.0,3,2,sales executive,4,married,,5982,1,False,0.11,3.0,3,1,10.0,1,3.0,10,1,9,1985,True,control
484,False,rarely,613.0,,6,1,,2062.0,4.0,m,42.0,2,3,healthcare representative,1,,9991.0,21457,4,,0.15,3.0,1,1,,5,3.0,7,1,7,1984,True,variante
485,False,rarely,419.0,,7,4,,28.0,1.0,f,53.0,3,3,research director,2,single,,21293,0,False,0.11,,3,0,,4,3.0,12,2,11,1989,False,variante
486,False,rarely,477.0,,7,4,medical,,1.0,f,42.0,2,3,healthcare representative,4,married,10248.0,2094,3,,0.14,,4,1,24.0,4,3.0,22,5,17,1979,,control
487,False,,1211.0,,5,4,,62.0,1.0,m,98.0,3,2,sales executive,4,single,,20445,4,,0.21,,3,0,14.0,4,3.0,9,0,8,1977,True,control
488,False,frequently,857.0,research & development,10,3,life sciences,199.0,4.0,m,91.0,2,4,manager,1,divorced,,12888,4,,0.13,3.0,2,1,,2,2.0,7,7,7,1982,False,variante
489,False,,505.0,research & development,2,4,,343.0,3.0,f,64.0,3,3,healthcare representative,3,single,10938.0,6420,0,False,0.25,4.0,4,0,20.0,1,3.0,19,11,8,1984,False,control
490,False,rarely,269.0,,2,3,medical,351.0,4.0,f,56.0,2,1,laboratory technician,1,divorced,2593.0,8007,0,True,0.11,3.0,3,1,10.0,4,3.0,9,7,8,1981,,variante
491,False,frequently,553.0,research & development,5,4,,428.0,4.0,f,74.0,3,3,manager,2,married,11878.0,23364,6,,0.11,,2,2,12.0,2,3.0,10,8,8,1990,,variante
492,False,rarely,1296.0,,5,4,technical degree,464.0,3.0,m,62.0,3,3,manufacturing director,2,single,8095.0,18264,0,False,0.13,3.0,4,0,17.0,5,3.0,16,0,13,1988,True,variante
493,True,rarely,1277.0,,15,1,medical,,2.0,m,56.0,3,3,manager,3,married,,24619,7,,0.12,3.0,4,0,15.0,2,4.0,7,7,7,1990,,control
494,False,rarely,302.0,,6,3,life sciences,,2.0,f,75.0,3,4,manufacturing director,3,single,,20364,7,False,0.15,3.0,3,0,22.0,3,3.0,20,5,13,1983,False,control
495,False,rarely,427.0,,10,4,human resources,731.0,2.0,m,73.0,2,5,manager,4,divorced,,8861,3,False,0.15,3.0,2,3,23.0,2,2.0,21,12,6,1982,False,control
496,False,,975.0,,7,3,,764.0,4.0,f,55.0,2,2,healthcare representative,1,,,23398,8,False,0.19,3.0,1,0,,2,1.0,7,0,7,1996,False,variante
497,False,rarely,621.0,,3,4,marketing,,3.0,m,31.0,2,4,manager,1,,16856.0,10084,1,,0.11,3.0,1,0,,3,4.0,34,1,16,1971,True,variante
498,False,rarely,1318.0,,26,4,marketing,851.0,1.0,f,66.0,3,4,manager,3,married,,5594,2,False,0.14,3.0,3,1,,2,2.0,20,4,17,1972,False,control
499,False,rarely,249.0,,2,2,marketing,903.0,3.0,f,35.0,3,2,sales executive,4,,4537.0,17783,0,,0.22,4.0,1,1,8.0,2,3.0,7,7,7,1976,True,control
500,False,no,881.0,research & development,2,4,,905.0,1.0,m,98.0,3,4,manager,1,divorced,17924.0,4544,1,,0.11,3.0,4,1,31.0,3,3.0,31,14,7,1973,False,variante
501,False,rarely,1137.0,research & development,21,1,life sciences,942.0,4.0,f,51.0,3,2,healthcare representative,4,married,4014.0,19170,1,,0.25,4.0,4,1,10.0,2,1.0,10,0,7,1988,,control
502,False,rarely,466.0,,1,1,,1026.0,4.0,f,65.0,2,4,manufacturing director,4,married,12742.0,7060,1,False,0.16,3.0,3,1,,3,3.0,21,11,8,1984,,control
503,False,frequently,945.0,,22,3,medical,,4.0,f,82.0,3,3,manufacturing director,1,single,,5083,1,,0.13,3.0,3,0,,2,3.0,21,2,8,1984,False,variante
504,False,,509.0,,7,2,,1085.0,2.0,f,43.0,4,1,research scientist,3,,3376.0,18863,1,False,0.13,3.0,3,0,,3,3.0,10,0,8,1982,False,control
505,True,,1376.0,human resources,1,2,medical,,2.0,m,91.0,2,3,human resources,1,married,10482.0,2326,9,False,0.14,,4,1,24.0,1,3.0,20,3,6,1979,True,variante
506,False,,469.0,,2,2,medical,1109.0,4.0,m,35.0,3,4,manager,1,,,14399,0,False,0.17,3.0,4,1,23.0,3,3.0,22,13,7,1981,False,variante
507,False,rarely,994.0,,7,4,life sciences,1118.0,2.0,m,87.0,3,3,healthcare representative,2,single,,15322,7,,0.19,3.0,4,0,18.0,4,,8,4,0,1971,True,variante
508,False,,433.0,,1,3,,1152.0,3.0,m,37.0,4,1,human resources,3,,,6004,1,False,0.13,3.0,4,1,7.0,2,4.0,7,5,0,1985,True,control
509,False,,991.0,human resources,1,2,life sciences,,4.0,f,44.0,3,1,human resources,1,,,22957,6,,0.12,3.0,3,0,10.0,3,4.0,7,5,7,1977,,variante
510,False,,482.0,,4,4,life sciences,1350.0,3.0,m,87.0,3,2,research scientist,3,single,4249.0,2690,1,,0.11,3.0,2,0,,3,3.0,9,1,1,1988,False,control
511,False,rarely,1083.0,research & development,29,1,life sciences,1514.0,3.0,m,96.0,1,2,manufacturing director,2,married,6549.0,3173,1,,0.14,,2,2,8.0,2,2.0,8,1,7,1995,True,variante
512,False,,136.0,,28,3,life sciences,1523.0,4.0,m,32.0,3,4,research director,1,married,,22074,3,False,0.13,3.0,3,1,,1,4.0,20,14,17,1979,True,variante
513,False,,333.0,,22,5,,1539.0,3.0,m,88.0,1,4,research director,4,,14411.0,24450,1,,0.13,3.0,4,0,,2,3.0,32,13,9,1973,False,control
514,False,rarely,685.0,,23,5,marketing,,3.0,m,60.0,2,5,manager,4,,19586.0,23037,1,False,0.21,4.0,3,1,36.0,3,3.0,36,2,13,1968,True,control
515,False,,1462.0,sales,6,3,,1588.0,4.0,m,38.0,4,3,sales executive,3,married,8237.0,4658,2,False,0.11,3.0,1,1,11.0,3,3.0,7,7,6,1984,,control
516,False,,722.0,research & development,13,4,,1617.0,,f,84.0,3,1,laboratory technician,1,,3211.0,22102,1,,0.14,3.0,4,1,10.0,3,2.0,9,1,4,1974,,variante
517,False,,,,28,2,technical degree,1719.0,4.0,f,48.0,2,4,research director,2,single,16704.0,17119,1,,0.11,,3,0,21.0,2,3.0,21,8,6,1978,False,variante
518,False,,1277.0,,2,3,,,3.0,m,74.0,3,3,sales executive,4,,,5596,4,,0.12,3.0,2,1,,5,2.0,10,0,3,1977,False,control
519,False,,1131.0,,15,3,,1870.0,4.0,f,77.0,2,1,research scientist,1,married,4774.0,23844,0,False,0.19,3.0,4,1,,2,,7,7,3,1996,False,variante
520,False,rarely,300.0,,2,3,,2031.0,1.0,m,56.0,3,5,manager,3,married,,17312,5,,0.11,3.0,1,0,24.0,2,2.0,22,4,14,1981,True,control
521,False,,1023.0,sales,2,3,,2065.0,4.0,m,63.0,2,2,sales executive,2,married,,13243,2,,0.14,3.0,4,0,17.0,3,2.0,9,0,8,1974,,variante
522,False,rarely,153.0,,15,2,life sciences,15.0,4.0,f,49.0,2,2,laboratory technician,3,single,,12682,0,True,0.12,3.0,4,0,10.0,3,3.0,9,0,8,1994,,control
523,False,no,1065.0,,12,4,marketing,60.0,,m,72.0,3,2,sales executive,3,,4568.0,10034,0,False,0.2,4.0,3,0,,2,3.0,9,8,7,1989,False,control
524,False,,1115.0,,1,4,,,1.0,m,51.0,2,2,manufacturing director,3,divorced,5993.0,2689,1,False,0.18,3.0,3,1,,2,,7,0,7,1986,False,control
525,False,,1195.0,,11,3,,85.0,2.0,m,95.0,2,2,manufacturing director,2,single,6499.0,22656,1,False,0.13,3.0,3,0,6.0,3,3.0,6,0,3,1987,,variante
526,False,,1316.0,,29,3,,,3.0,m,83.0,3,1,research scientist,4,single,3452.0,9752,5,,0.13,3.0,2,0,9.0,2,2.0,6,0,3,1978,True,control
527,False,rarely,665.0,,15,3,,346.0,3.0,m,60.0,3,1,research scientist,4,,,22673,1,False,0.19,3.0,1,0,6.0,1,3.0,6,1,5,1994,False,control
528,False,,1479.0,,1,3,,384.0,3.0,f,84.0,3,2,manufacturing director,2,,6397.0,26767,1,False,0.2,4.0,1,1,6.0,6,1.0,6,1,4,1997,False,variante
529,False,,304.0,,9,4,life sciences,498.0,2.0,m,92.0,3,2,sales executive,4,single,,20750,1,False,0.16,3.0,4,0,,1,3.0,7,0,7,1995,True,control
530,False,frequently,1368.0,,30,4,technical degree,551.0,4.0,f,,2,2,healthcare representative,4,married,,4386,0,False,0.11,3.0,4,3,7.0,4,4.0,6,0,4,1981,True,control
531,False,rarely,828.0,sales,2,1,life sciences,604.0,2.0,m,77.0,3,2,sales executive,4,,,8346,4,True,0.13,3.0,3,0,10.0,2,4.0,6,0,5,1992,,control
