,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,employeenumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NUMCOMPANIESWORKED,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TOTALWORKINGYEARS,TrainingTimesLastYear,WORKLIFEBALANCE,YearsAtCompany,YearsSinceLastPromotion,YEARSWITHCURRMANAGER,DateBirth,RemoteWork
366,True,rarely,530.0,,3,1,Life Sciences,967.0,3.0,M,51,2,3, SALes EXECuTiVe ,4,Married,10325.0,5518,1,,0.11,,1,1,,6,3.0,16,3,7,1987,False
367,False,no,805.0,,47,2,,972.0,,M,57,3,2, lABORaTory tecHNiCiAN ,2,,4447.0,23163,1,,0.12,3.0,2,0,,5,2.0,9,0,8,1978,True
368,False,rarely,903.0,,2,5,,,1.0,M,41,4,3, saLEs exEcUTIVe ,3,Single,,2560,0,False,0.18,3.0,4,0,9.0,3,3.0,8,0,7,1984,False
369,False,no,1229.0,,8,4,Technical Degree,990.0,1.0,M,84,3,2, SaLes EXeCuTiVE ,4,Divorced,,25952,4,False,0.13,,4,2,12.0,3,3.0,7,0,7,1987,True
370,False,,566.0,,7,2,Medical,,4.0,M,,3,3, ManuFActurIng dIrEctOr ,3,,10845.0,24208,6,,0.13,3.0,2,1,,3,3.0,8,0,7,1977,False
371,False,rarely,1441.0,,17,3,Technical Degree,1013.0,3.0,F,56,3,3, MaNUfaCtUrInG diRectOr ,3,,,13943,8,,0.11,,3,1,22.0,2,3.0,10,0,8,1969,
372,False,rarely,153.0,,8,2,,1015.0,2.0,F,73,4,3, REseARCH DIrECTOr ,1,,,17802,0,True,0.12,3.0,3,3,,4,2.0,8,1,7,1993,
373,False,,1066.0,,2,2,Medical,1018.0,4.0,M,32,4,2, MaNUFActURinG DIreCtoR ,4,Married,5472.0,3334,1,,0.12,3.0,2,0,,2,3.0,8,1,3,1997,False
374,False,frequently,135.0,,18,4,Medical,1034.0,3.0,M,62,3,2, HeAltHCarE rEpREsENtAtIVe ,2,Married,6385.0,12992,3,,0.14,3.0,4,2,,3,3.0,8,6,7,1968,True
375,False,no,145.0, Sales ,1,3,Life Sciences,,4.0,F,95,3,2, salEs eXECuTivE ,3,Married,6347.0,24920,0,,0.12,3.0,1,1,,3,3.0,18,0,13,1973,
376,False,no,1109.0,,29,4,,1046.0,4.0,F,69,3,1, laBoratORy TeCHNicIan ,3,Single,,11135,9,False,0.12,3.0,2,0,10.0,2,3.0,8,7,7,1991,True
377,False,frequently,124.0,,2,3,Marketing,1050.0,3.0,F,38,2,3, saLEs eXEcutivE ,2,,7525.0,23537,2,,0.12,3.0,1,1,30.0,2,,15,6,12,1970,True
378,False,rarely,300.0,,26,3,,,3.0,M,74,3,2, SAles ExECutiVE ,1,Married,,22217,1,,0.14,3.0,2,1,8.0,3,2.0,7,7,5,1983,False
379,False,,444.0,,2,1,,1074.0,3.0,M,40,2,4, maNAGER ,1,Single,,17323,7,False,0.15,3.0,2,0,,3,4.0,9,6,2,1968,
380,True,no,1366.0,,24,2,,1082.0,2.0,M,72,2,3, HeaLthcarE rEPrESeNtATIVE ,1,Single,,12355,1,False,0.12,3.0,1,0,10.0,2,2.0,10,1,9,1995,False
381,False,rarely,857.0,,10,3,Other,1097.0,3.0,F,59,3,2, ReSeArCH ScIEntIsT ,3,Single,3660.0,7909,3,False,0.13,3.0,4,0,,4,4.0,8,1,7,1995,True
382,True,,1204.0,,4,3,Technical Degree,1100.0,4.0,M,86,3,3, SAlEs EXECUTIVE ,1,,,10333,0,,0.22,4.0,1,0,9.0,2,3.0,8,4,7,1988,True
383,True,frequently,827.0, Research & Development ,36,4,Medical,1101.0,,F,54,2,2, ReseaRch scIenTisT ,3,Single,,3129,1,False,0.22,4.0,2,0,14.0,4,3.0,13,3,8,1990,True
384,True,,1219.0, Research & Development ,4,1,Technical Degree,1106.0,4.0,M,32,3,1, LaBoraTORY teCHNiCIaN ,4,Married,,4605,1,,0.15,,2,1,7.0,3,4.0,7,5,6,1998,True
385,False,,770.0, Sales ,10,4,,1119.0,3.0,M,,2,3, sALEs ExeCuTive ,3,,8740.0,5569,0,True,0.14,3.0,2,2,9.0,2,,8,2,7,1985,
386,False,,950.0,,12,3,,,,F,93,3,3, manUFactURiNG dIReCtoR ,2,,,8039,0,,0.17,3.0,2,3,,3,2.0,9,1,7,1995,
387,False,frequently,1082.0,,27,3,Life Sciences,1126.0,3.0,F,83,3,3, maNufactUrinG dIREctOr ,1,Married,,11535,8,False,0.11,3.0,3,1,18.0,1,3.0,8,0,1,1980,False
388,True,frequently,203.0, Research & Development ,2,3,Life Sciences,,1.0,M,84,3,4, heALtHCARE rePResENtAtivE ,4,,,13547,7,False,0.11,3.0,4,3,21.0,4,3.0,18,11,5,1984,False
389,False,rarely,1308.0,,14,3,,1128.0,3.0,M,44,2,5, rEsearch diRecTOR ,3,,,17544,1,False,0.14,,1,0,,2,,20,4,9,1983,True
390,False,rarely,718.0,,8,1,Medical,,2.0,M,79,2,2, maNUfaCTUrinG DIReCtOR ,4,Married,,17689,1,,0.15,3.0,3,1,10.0,2,2.0,10,1,2,1994,True
391,False,,593.0,,32,4,,,2.0,F,88,3,3, ResEaRCH dIReCtor ,3,,13499.0,13782,9,False,0.17,3.0,3,0,20.0,3,2.0,18,2,13,1983,False
392,False,rarely,1384.0,,3,4,,1177.0,1.0,M,82,4,1, lABORATorY TEchNIciAN ,4,,,13421,1,,0.22,4.0,2,1,8.0,2,3.0,8,0,7,1997,
393,False,rarely,819.0,,2,3,,1182.0,3.0,M,44,2,3, mAnuFAcTuRinG direCToR ,2,Divorced,,19588,2,False,0.18,3.0,2,1,15.0,2,4.0,7,6,4,1988,True
394,False,,1223.0, Research & Development ,7,2,Medical,1201.0,4.0,F,50,3,5, ManAgEr ,3,Divorced,,18640,3,False,0.18,3.0,2,1,26.0,6,3.0,7,4,7,1970,False
395,False,,1361.0,,17,4,Life Sciences,1218.0,3.0,M,94,3,2, SALes ExeCUTIvE ,1,,,21026,3,,0.15,3.0,4,3,15.0,2,3.0,7,1,7,1988,True
396,False,,1146.0,,25,3,Medical,1220.0,2.0,F,,3,2, sAles exeCutive ,3,,,4905,1,False,0.12,3.0,1,1,,3,2.0,10,0,1,1990,True
397,False,,, Research & Development ,6,4,Life Sciences,,3.0,M,60,1,1, laboRAtORy TecHnICiAN ,3,Divorced,,6865,1,False,0.14,3.0,3,1,,4,3.0,7,1,7,1987,True
398,False,rarely,853.0,,7,4,Life Sciences,1224.0,3.0,M,49,3,2, lAbORATorY tECHnICIaN ,3,Divorced,3491.0,11309,1,,0.13,,1,3,,4,2.0,10,8,9,1993,
399,False,,,,29,4,,,,M,52,4,2, SalEs ExeCutIVe ,4,Divorced,5220.0,10893,0,,0.18,3.0,2,1,12.0,3,3.0,11,1,9,1963,
400,False,,1316.0,,2,2,Life Sciences,1235.0,4.0,F,38,3,2, resEArch scIENTisT ,3,Single,,2338,4,True,0.14,3.0,4,0,10.0,2,3.0,8,0,7,1991,False
401,False,,363.0,,1,3,Technical Degree,1237.0,3.0,F,,1,3, mANUFaCTuRing DirECtOR ,1,Divorced,10252.0,4235,2,True,0.21,4.0,3,1,17.0,2,3.0,7,7,7,1987,True
402,False,rarely,1103.0,,14,3,,,1.0,M,42,3,1, rEseARcH sciENTIST ,1,,,14377,1,,0.14,3.0,4,2,,3,2.0,9,6,8,1996,True
403,False,,920.0, Research & Development ,3,3,Life Sciences,1255.0,3.0,M,96,1,5, ReSeARCH diRECtoR ,4,,19740.0,18625,3,False,0.14,3.0,2,1,,2,3.0,8,0,7,1980,True
404,False,rarely,694.0,,1,3,,1264.0,4.0,F,,2,4, ReSeArCh dirECTOR ,4,Divorced,,3423,3,False,0.14,3.0,2,2,9.0,2,2.0,7,1,7,1994,
405,False,,1429.0,,24,4,,1283.0,,M,67,3,3, MANufactUring Director ,4,Single,,20002,6,False,0.12,3.0,4,0,,6,2.0,9,5,4,1964,False
406,False,rarely,531.0,,4,4,Marketing,1293.0,4.0,F,56,2,3, salES ExECUTIVE ,4,Single,,20364,3,False,0.14,3.0,4,0,23.0,3,4.0,21,15,17,1980,True
407,True,rarely,621.0,,15,3,Medical,1295.0,1.0,F,73,3,3, hEALtHcARE rePrESeNtATIve ,4,Married,,14075,1,,0.11,3.0,4,1,,2,3.0,10,0,5,1979,True
408,True,,806.0, Research & Development ,7,3,Technical Degree,,2.0,F,39,3,1, LAborAtOry TEchniCIAn ,3,Divorced,,17285,3,True,0.13,3.0,1,2,10.0,2,3.0,7,7,7,1994,True
409,False,rarely,604.0,,8,3,,,3.0,M,56,4,2, SalEs eXecUTive ,4,Married,6209.0,11693,1,,0.15,3.0,3,2,,4,4.0,10,0,8,1991,False
410,False,rarely,325.0,,10,4,Technical Degree,,4.0,F,63,3,3, HEalthCare REPresenTaTIve ,3,Married,7094.0,5747,3,False,0.12,3.0,1,0,,0,3.0,7,1,7,1987,
411,True,,1030.0, Sales ,5,3,,,2.0,M,64,3,3, SaLeS eXECutiVE ,2,Single,,21534,9,True,0.19,3.0,3,0,,2,2.0,8,7,7,1971,True
412,False,rarely,524.0,,33,2,,1322.0,1.0,M,32,3,2, mAnuFAcTuRiNG diRECtOR ,3,Single,4534.0,13352,0,,0.11,3.0,1,0,,6,,8,1,7,1984,
413,False,,943.0,,9,3,,1344.0,4.0,M,86,3,3, HeAlthcarE rEPreSentATive ,4,,8500.0,5494,0,,0.11,,4,1,10.0,0,2.0,9,1,6,1989,
414,False,,1009.0,,2,2,Life Sciences,1355.0,2.0,F,31,3,2, SALEs eXEcUtive ,1,,,19461,3,,0.15,3.0,4,1,11.0,3,3.0,7,1,7,1985,
415,False,frequently,607.0, Sales ,12,3,Marketing,1362.0,,F,83,4,2, SalEs eXECuTive ,1,married,4639.0,2261,2,False,0.16,3.0,4,1,,2,2.0,15,6,13,1987,True
416,False,,817.0,,1,3,,1369.0,4.0,F,60,2,2, labORATORY TecHnICian ,4,,5363.0,10846,0,False,0.12,3.0,2,1,10.0,0,3.0,9,0,0,1988,False
417,True,,,,13,4,,,1.0,M,85,4,4, sAleS EXecUtiVE ,3,,,9277,6,,0.17,3.0,3,0,,2,2.0,19,3,8,1968,
418,False,,,,29,3,,1377.0,2.0,M,86,3,2, lAborAtory TeChNiCIAN ,3,,,17491,4,,0.13,3.0,1,2,10.0,1,3.0,8,7,7,1989,False
419,False,,930.0,,6,3,Medical,1402.0,1.0,F,73,2,2, rEsEArCH SCiENtIsT ,3,Single,4081.0,20003,1,True,0.14,3.0,1,0,20.0,3,1.0,20,1,8,1980,False
420,False,rarely,1147.0,,10,3,Human Resources,1408.0,3.0,F,31,3,4, MANAGER ,1,Married,,16616,0,,0.14,3.0,3,1,21.0,5,3.0,20,0,9,1981,False
421,False,rarely,652.0,,7,3,,1417.0,3.0,M,100,4,1, LaboratOry tEchNicIaN ,1,Single,3578.0,23577,0,False,0.12,3.0,4,0,8.0,2,3.0,7,0,7,1997,
422,True,,337.0,,14,1,Other,1421.0,3.0,F,84,3,3, heaLtHCaRe REpResENtaTive ,4,Single,,22930,0,True,0.12,3.0,1,0,,1,3.0,8,7,7,1994,True
423,False,,971.0, Research & Development ,1,3,,1422.0,4.0,F,54,3,4, rESeaRCH DIReCToR ,4,,17328.0,5652,6,,0.19,3.0,4,0,29.0,3,2.0,20,12,7,1969,False
424,False,,1136.0,,1,4,,1424.0,2.0,M,81,4,4, reseaRCh dirEcTOr ,4,Divorced,,12414,2,False,0.13,3.0,4,2,31.0,4,4.0,7,0,0,1968,
425,False,no,663.0,,9,4,Other,,3.0,M,81,3,2, lABORAtoRy TecHNiCIan ,3,,,23099,3,False,0.11,3.0,3,2,11.0,2,,8,0,7,1983,True
426,False,,326.0,,8,2,,,1.0,M,31,3,3, Sales eXEcUTive ,4,Divorced,10793.0,8386,1,,0.18,,1,1,13.0,5,3.0,13,9,9,1992,
427,True,,377.0,,9,3,Marketing,1457.0,1.0,M,52,3,3, SaLeS EXecUtiVe ,4,Divorced,,15986,4,False,0.11,3.0,1,1,28.0,1,4.0,7,4,3,1977,True
428,False,rarely,1038.0,,20,3,Medical,1460.0,2.0,M,95,1,3, healtHCARe RePresenTATiVE ,1,,10851.0,19863,2,True,0.18,3.0,2,1,,2,3.0,7,0,7,1978,False
429,False,rarely,1490.0,,7,4,Life Sciences,1484.0,3.0,M,35,3,3, hEAltHcArE RepreSeNTATivE ,2,Divorced,10466.0,20948,3,,0.14,3.0,2,2,29.0,3,3.0,8,0,7,1974,False
430,False,rarely,1246.0,,19,3,,1497.0,3.0,M,77,2,2, SAlES eXeCuTIve ,3,,,23757,1,,0.14,3.0,3,2,10.0,3,3.0,10,0,4,1994,True
431,True,,224.0,,1,4,Technical Degree,1522.0,1.0,M,100,2,1, RESEarcH SCiENTiSt ,1,Single,2362.0,7568,6,False,0.13,3.0,3,0,,2,1.0,9,0,7,1994,True
432,False,,441.0,,8,1,Other,1544.0,3.0,F,39,1,2, HealtHcaRe REpReSENTatIve ,1,,,7288,3,False,0.13,3.0,3,1,9.0,3,3.0,7,0,7,1994,True
433,False,rarely,898.0, Human Resources ,6,2,,,3.0,M,38,3,4, mANAGeR ,4,Single,,17381,1,True,0.21,4.0,4,0,21.0,2,3.0,21,7,7,1983,True
434,False,,, Sales ,16,4,Life Sciences,,3.0,F,96,3,2, saLeS exECUtive ,3,Divorced,6439.0,13693,8,False,0.14,3.0,3,1,18.0,2,,8,7,7,1975,True
435,True,,607.0,,2,5,,1572.0,3.0,F,78,2,3, maNUFaCTuRINg DiRECTOr ,4,Married,,14618,0,,0.16,3.0,2,1,,4,3.0,33,1,9,1970,True
436,False,,1313.0,,7,3,Medical,1608.0,2.0,F,31,3,5, REsearcH DiREcToR ,4,,,3549,0,True,0.14,,4,1,,4,2.0,22,1,10,1979,False
437,False,,1015.0,,5,5,,1611.0,3.0,F,50,1,2, laBORATOrY TEchNICian ,1,,5769.0,23447,1,,0.14,3.0,1,0,10.0,3,3.0,10,1,4,1978,False
438,False,no,,,26,3,Marketing,1612.0,1.0,M,52,2,2, saLES ExeCutive ,1,,4385.0,24162,1,,0.15,,1,1,10.0,2,,10,4,5,1978,False
439,False,frequently,426.0,,10,4,,1615.0,3.0,M,42,4,2, ManuFacTuRiNg DIrEcTOr ,4,,,17000,1,,0.13,3.0,1,1,9.0,3,,9,7,2,1989,True
440,False,,1387.0, Research & Development ,10,5,Medical,,2.0,M,76,3,2, maNuFAcTURInG DIReCtoR ,1,,,3835,2,,0.13,3.0,4,3,,3,3.0,7,7,7,1984,False
441,False,,1302.0, Research & Development ,36,3,,1619.0,,M,,2,1, LABORaTorY TEChNIcIAN ,1,Divorced,4066.0,16290,1,False,0.11,3.0,1,2,7.0,3,3.0,7,0,7,1996,True
442,False,rarely,1329.0,,2,2,,1635.0,4.0,F,59,2,2, mANufacTuRiNG diReCTOr ,4,Divorced,,5388,1,,0.19,3.0,1,2,10.0,3,3.0,10,3,9,1978,True
443,False,,602.0,,1,5,,1642.0,1.0,M,37,3,2, HUmAn resOuRceS ,4,Married,,10503,4,True,0.11,3.0,3,0,14.0,3,3.0,10,0,2,1979,
444,False,,772.0,,2,1,Life Sciences,1653.0,4.0,M,77,4,2, MaNuFACtuRInG dirECTOR ,3,Divorced,5206.0,4973,1,,0.17,3.0,3,2,7.0,6,3.0,7,0,7,1998,False
445,False,,809.0,,1,3,,,3.0,M,36,3,4, MANAgEr ,3,Single,,22384,4,,0.14,3.0,1,0,23.0,2,3.0,8,0,0,1974,
446,True,frequently,,,7,2,,1691.0,4.0,F,95,3,1, SaLeS rEPRESENTATive ,3,,2655.0,11740,2,,0.11,,3,2,19.0,3,3.0,9,7,7,1975,False
447,False,,786.0,,7,3,Medical,1693.0,4.0,M,76,3,1, lAboRAtORy TecHnIcIaN ,4,,2570.0,11925,1,False,0.2,4.0,3,0,7.0,5,3.0,7,5,7,1997,True
448,False,rarely,921.0,,2,3,Life Sciences,1703.0,3.0,F,96,4,3, hEALThCare RepreseNtATIVE ,4,,,14810,1,,0.19,,2,1,,2,3.0,8,6,7,1979,True
449,False,,530.0,,2,4,,,3.0,F,51,3,2, SAles REpReSENtaTiVE ,4,Single,4502.0,7439,3,,0.15,,3,0,17.0,2,2.0,13,6,7,1987,True
450,False,,717.0, Research & Development ,13,4,,1727.0,3.0,M,34,3,2, hEalTHcARe RePrEseNTATive ,2,Single,,9697,6,False,0.14,3.0,4,0,19.0,3,3.0,10,0,9,1977,
451,False,,1370.0,,27,4,Life Sciences,1728.0,4.0,M,49,3,2, MaNUFaCtuRiNG DirEctOr ,3,Married,,5151,2,,0.16,3.0,2,1,17.0,3,3.0,7,0,7,1988,True
452,False,frequently,1312.0,,2,4,,1745.0,4.0,F,78,2,1, REsEArCh scientiST ,1,,4968.0,26427,0,,0.16,3.0,4,0,10.0,2,,9,0,7,1993,False
453,False,,979.0,,15,2,Marketing,1754.0,3.0,M,94,2,3, sALeS eXeCuTivE ,1,,,3088,2,False,0.11,3.0,1,1,,2,3.0,7,1,7,1993,True
454,False,no,1283.0,,2,3,Marketing,1756.0,4.0,F,62,3,2, sALEs EXEcUtIvE ,2,,5147.0,10697,8,False,0.15,3.0,4,0,13.0,2,2.0,11,1,7,1990,
455,False,,953.0,,5,4,,1764.0,2.0,M,65,3,1, REsEarCH SciENtIST ,2,Single,2718.0,17674,2,False,0.14,3.0,2,0,12.0,3,3.0,7,0,7,1991,True
456,False,rarely,244.0,,2,3,Life Sciences,1778.0,2.0,M,97,3,1, HuMAN reSourcEs ,4,,3539.0,5033,0,False,0.13,3.0,2,0,,5,3.0,9,1,8,1980,False
457,False,rarely,196.0,,29,4,Marketing,,1.0,F,91,2,2, SALeS ExECUtIVE ,4,,5468.0,13402,1,,0.14,3.0,1,2,,3,3.0,12,5,7,1992,True
458,True,,303.0,,27,3,,1797.0,3.0,M,84,3,2, SaLEs EXEcuTIVe ,4,,5813.0,13492,1,,0.18,3.0,4,0,,2,3.0,10,7,7,1988,False
459,False,no,1180.0, Research & Development ,2,2,Medical,1804.0,2.0,M,90,3,2, mANuFActuring DireCtOR ,4,Divorced,,24442,2,False,0.14,3.0,3,1,15.0,6,3.0,7,1,7,1988,False
460,False,,1092.0,,10,3,Medical,1816.0,1.0,F,64,3,3, MANufaCturiNg dIrECtOr ,3,Single,9667.0,2739,9,False,0.14,3.0,2,0,9.0,3,3.0,7,0,2,1993,False
461,True,rarely,261.0,,19,2,Medical,1821.0,4.0,F,66,3,2, heALThcare RePreSeNtatIve ,2,Married,,10842,4,False,0.22,4.0,4,1,13.0,2,4.0,9,3,7,1977,False
462,False,no,589.0,,2,4,,,3.0,F,67,3,2, sAlEs EXeCUTive ,3,Married,5154.0,19665,4,,0.22,4.0,2,2,10.0,3,4.0,8,5,7,1978,False
463,False,frequently,1422.0,,2,4,Life Sciences,1849.0,1.0,M,92,3,2, SALEs eXecuTIVE ,4,Married,5675.0,19246,1,,0.2,4.0,3,1,7.0,5,3.0,7,7,7,1980,False
464,True,,,,10,3,Life Sciences,1869.0,3.0,F,64,3,3, saLES exeCuTIVe ,2,,7314.0,14011,5,,0.21,4.0,3,3,14.0,2,3.0,8,0,7,1977,True
465,False,rarely,1137.0, Research & Development ,1,4,,,1.0,M,98,3,4, MaNagEr ,1,,,18991,2,,0.11,3.0,1,1,22.0,3,,19,11,16,1983,
466,False,rarely,511.0, Sales ,2,2,,1898.0,1.0,F,89,4,2, SaLeS exeCuTIVe ,3,Single,,26997,0,False,0.14,3.0,2,0,9.0,5,2.0,8,0,7,1996,False
467,False,,1396.0,,6,3,Medical,1911.0,3.0,M,83,3,3, rESEARCh diReCtoR ,1,Married,,14842,9,False,0.13,3.0,2,1,18.0,3,4.0,13,5,7,1981,True
468,False,frequently,1096.0,,6,3,Other,,3.0,M,61,4,1, LaBorAtoRY tEchNIciaN ,4,Married,,7102,0,False,0.18,3.0,1,1,8.0,3,3.0,7,7,7,1997,
469,False,frequently,,,1,2,Life Sciences,1927.0,3.0,M,42,2,2, SaLeS ExECutiVe ,4,Married,,19255,1,,0.12,3.0,3,1,7.0,2,3.0,7,0,7,1995,
470,False,,1169.0,,14,4,,1934.0,3.0,M,64,3,2, ResEaRCh ScIENTiST ,2,Married,,2125,8,,0.18,3.0,3,1,,4,4.0,8,1,7,1976,False
471,False,rarely,1239.0,,13,4,Medical,1951.0,4.0,M,39,3,3, SalES ExecutivE ,3,Divorced,,22914,1,False,0.18,3.0,3,1,9.0,2,2.0,8,1,1,1989,True
472,False,,157.0, Research & Development ,1,3,Medical,1952.0,3.0,M,95,3,1, lAboRaTory tECHNIciAN ,1,Single,,20006,0,False,0.13,3.0,4,0,8.0,6,,7,7,6,1997,True
473,False,rarely,954.0,,9,3,,1965.0,4.0,M,44,3,2, Sales eXeCUtIVE ,4,,,5099,1,,0.14,3.0,1,0,,5,,7,0,7,1996,False
474,True,frequently,754.0, Sales ,26,4,Marketing,1967.0,1.0,M,63,3,2, saLes eXECUTIVe ,4,,,21075,1,True,0.11,3.0,3,0,10.0,4,3.0,10,0,8,1992,True
475,False,frequently,1303.0,,7,2,Life Sciences,,4.0,M,,3,2, hEALTHcaRe rePrESentATIve ,3,Divorced,,18079,1,,0.2,,3,3,9.0,2,3.0,9,2,8,1990,True
476,False,,697.0,,10,3,,1979.0,3.0,F,40,3,3, resEarch diReCtor ,3,Married,,26862,4,False,0.2,4.0,3,1,13.0,2,4.0,11,4,8,1992,True
477,False,,1395.0,,9,4,Medical,2008.0,2.0,M,48,3,2, REseaRCH SCIENTIsT ,3,,5098.0,18698,1,False,0.19,3.0,2,0,10.0,5,3.0,10,0,8,1988,True
478,False,rarely,501.0,,15,2,,2009.0,2.0,F,95,3,2, hEalthcarE ReprESeNTatiVe ,4,Married,,21653,0,True,0.13,,1,1,,6,3.0,9,8,1,1990,True
479,False,rarely,116.0,,24,1,Life Sciences,2014.0,1.0,M,52,3,2, resEaRcH SCieNTiST ,4,Single,,5340,7,False,0.13,,1,0,,2,3.0,7,1,7,1984,False
480,False,rarely,557.0,,46,3,,,,F,94,2,3, salEs ExECutIvE ,4,married,,12695,0,False,0.19,3.0,3,2,10.0,2,3.0,9,3,4,1987,True
481,False,rarely,582.0,,28,4,Life Sciences,2034.0,1.0,F,60,2,4, maNUfaCtuRINg dIReCTor ,2,Married,13570.0,5640,0,False,0.23,,3,1,21.0,3,3.0,20,0,10,1982,True
482,False,,704.0, Sales ,28,3,Marketing,2035.0,4.0,F,95,2,2, saLes EXEcuTiVe ,3,Married,6712.0,8978,1,False,0.21,4.0,4,2,8.0,2,3.0,8,1,7,1989,False
483,False,rarely,,,10,2,,,1.0,F,100,3,2, SaLes exECutiVe ,4,Married,,5982,1,False,0.11,3.0,3,1,10.0,1,3.0,10,1,9,1985,True
484,False,rarely,613.0,,6,1,,2062.0,4.0,M,42,2,3, hEALthcarE REPrESEnTATIve ,1,,9991.0,21457,4,,0.15,3.0,1,1,,5,3.0,7,1,7,1984,True
485,False,rarely,419.0,,7,4,,28.0,1.0,F,53,3,3, reSeArch dIRectoR ,2,Single,,21293,0,False,0.11,,3,0,,4,3.0,12,2,11,1989,False
486,False,rarely,477.0,,7,4,Medical,,1.0,F,42,2,3, HeAlthCArE RePReSeNtaTIVe ,4,Married,10248.0,2094,3,,0.14,,4,1,24.0,4,3.0,22,5,17,1979,
487,False,,1211.0,,5,4,,62.0,1.0,M,98,3,2, SAlES EXEcUtIve ,4,Single,,20445,4,,0.21,,3,0,14.0,4,3.0,9,0,8,1977,True
488,False,frequently,857.0, Research & Development ,10,3,Life Sciences,199.0,4.0,M,91,2,4, mAnaGeR ,1,Divorced,,12888,4,,0.13,3.0,2,1,,2,2.0,7,7,7,1982,False
489,False,,505.0, Research & Development ,2,4,,343.0,3.0,F,64,3,3, HEALThCaRe rePResEnTaTivE ,3,Single,10938.0,6420,0,False,0.25,4.0,4,0,20.0,1,3.0,19,11,8,1984,False
490,False,rarely,269.0,,2,3,Medical,351.0,4.0,F,56,2,1, labORAtOry tecHnICiAn ,1,Divorced,2593.0,8007,0,True,0.11,3.0,3,1,10.0,4,3.0,9,7,8,1981,
491,False,frequently,553.0, Research & Development ,5,4,,428.0,4.0,F,74,3,3, mAnAgEr ,2,Married,11878.0,23364,6,,0.11,,2,2,12.0,2,3.0,10,8,8,1990,
492,False,rarely,1296.0,,5,4,Technical Degree,464.0,3.0,M,62,3,3, manUfacTUriNg dirEctOr ,2,Single,8095.0,18264,0,False,0.13,3.0,4,0,17.0,5,3.0,16,0,13,1988,True
493,True,rarely,1277.0,,15,1,Medical,,2.0,M,56,3,3, MaNager ,3,Married,,24619,7,,0.12,3.0,4,0,15.0,2,4.0,7,7,7,1990,
494,False,rarely,302.0,,6,3,Life Sciences,,2.0,F,75,3,4, ManuFACTurInG dIreCToR ,3,Single,,20364,7,False,0.15,3.0,3,0,22.0,3,3.0,20,5,13,1983,False
495,False,rarely,427.0,,10,4,Human Resources,731.0,2.0,M,73,2,5, mANager ,4,Divorced,,8861,3,False,0.15,3.0,2,3,23.0,2,2.0,21,12,6,1982,False
496,False,,975.0,,7,3,,764.0,4.0,F,55,2,2, heAlthCARE REPresentAtivE ,1,,,23398,8,False,0.19,3.0,1,0,,2,1.0,7,0,7,1996,False
497,False,rarely,621.0,,3,4,Marketing,,3.0,M,31,2,4, mANager ,1,,16856.0,10084,1,,0.11,3.0,1,0,,3,4.0,34,1,16,1971,True
498,False,rarely,1318.0,,26,4,Marketing,851.0,1.0,F,66,3,4, MaNaGer ,3,Married,,5594,2,False,0.14,3.0,3,1,,2,2.0,20,4,17,1972,False
499,False,rarely,249.0,,2,2,Marketing,903.0,3.0,F,35,3,2, sAlEs ExECUtiVE ,4,,4537.0,17783,0,,0.22,4.0,1,1,8.0,2,3.0,7,7,7,1976,True
500,False,no,881.0, Research & Development ,2,4,,905.0,1.0,M,98,3,4, MaNageR ,1,Divorced,17924.0,4544,1,,0.11,3.0,4,1,31.0,3,3.0,31,14,7,1973,False
501,False,rarely,1137.0, Research & Development ,21,1,Life Sciences,942.0,4.0,F,51,3,2, HeAlThCarE rEpreSentatiVe ,4,Married,4014.0,19170,1,,0.25,4.0,4,1,10.0,2,1.0,10,0,7,1988,
502,False,rarely,466.0,,1,1,,1026.0,4.0,F,65,2,4, MANuFaCTURiNG DIrEctOr ,4,Married,12742.0,7060,1,False,0.16,3.0,3,1,,3,3.0,21,11,8,1984,
503,False,frequently,945.0,,22,3,Medical,,4.0,F,82,3,3, MaNUFaCtURINg dIrEcToR ,1,Single,,5083,1,,0.13,3.0,3,0,,2,3.0,21,2,8,1984,False
504,False,,509.0,,7,2,,1085.0,2.0,F,43,4,1, reseaRcH SCIEnTisT ,3,,3376.0,18863,1,False,0.13,3.0,3,0,,3,3.0,10,0,8,1982,False
505,True,,1376.0, Human Resources ,1,2,Medical,,2.0,M,91,2,3, HUMAN ResoURCeS ,1,Married,10482.0,2326,9,False,0.14,,4,1,24.0,1,3.0,20,3,6,1979,True
506,False,,469.0,,2,2,Medical,1109.0,4.0,M,35,3,4, MAnagER ,1,,,14399,0,False,0.17,3.0,4,1,23.0,3,3.0,22,13,7,1981,False
507,False,rarely,994.0,,7,4,Life Sciences,1118.0,2.0,M,87,3,3, healThCaRE RepREsEntAtIve ,2,Single,,15322,7,,0.19,3.0,4,0,18.0,4,,8,4,0,1971,True
508,False,,433.0,,1,3,,1152.0,3.0,M,37,4,1, hUmAN ReSouRCes ,3,,,6004,1,False,0.13,3.0,4,1,7.0,2,4.0,7,5,0,1985,True
