,age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over18,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_current_manager,same_as_monthly_income,date_birth,salary,role_departament,remote_work
399,60.0,False,,,,29,4,,,29,m,52,4,2,sales executive,4,divorced,5220.0,10893,0,,,0.18,3.0,2,,1,12.0,3,3.0,11,,1,9,5220.0,1963,1000000000.0,,
400,32.0,False,,1316.0,,2,2,life sciences,1235.0,4,f,38,3,2,research scientist,3,single,,2338,4,True,True,0.14,3.0,4,,0,10.0,2,3.0,8,,0,7,,1991,1000000000.0,,False
401,36.0,False,,363.0,,1,3,technical degree,1237.0,3,f,,1,3,manufacturing director,1,divorced,10252.0,4235,2,,True,0.21,4.0,3,,1,17.0,2,3.0,7,,7,7,10252.0,1987,1000000000.0,,True
402,27.0,False,rarely,1103.0,,14,3,,,1,m,42,3,1,research scientist,1,,,14377,1,,,0.14,3.0,4,80.0,2,,3,2.0,9,,6,8,,1996,1000000000.0,,True
403,43.0,False,,920.0,research & development,3,3,life sciences,1255.0,3,m,96,1,5,research director,4,,19740.0,18625,3,True,False,0.14,3.0,2,80.0,1,,2,3.0,8,,0,7,19740.0,1980,1000000000.0,research & development,True
404,29.0,False,rarely,694.0,,1,3,,1264.0,4,f,,2,4,research director,4,divorced,,3423,3,True,False,0.14,3.0,2,,2,9.0,2,2.0,7,,1,7,,1994,1000000000.0,,
405,59.0,False,,1429.0,,24,4,,1283.0,24,m,67,3,3,manufacturing director,4,single,,20002,6,,False,0.12,3.0,4,,0,,6,2.0,9,,5,4,,1964,1000000000.0,,False
406,43.0,False,rarely,531.0,,4,4,marketing,1293.0,4,f,56,2,3,sales executive,4,single,,20364,3,,False,0.14,3.0,4,,0,23.0,3,4.0,21,,15,17,,1980,1000000000.0,,True
407,44.0,True,rarely,621.0,,15,3,medical,1295.0,1,f,73,3,3,healthcare representative,4,married,,14075,1,True,,0.11,3.0,4,80.0,1,,2,3.0,10,,0,5,,1979,1000000000.0,,True
408,29.0,True,,806.0,research & development,7,3,technical degree,,2,f,39,3,1,laboratory technician,3,divorced,,17285,3,,True,0.13,3.0,1,,2,10.0,2,3.0,7,,7,7,,1994,1000000000.0,research & development,True
409,32.0,False,rarely,604.0,,8,3,,,3,m,56,4,2,sales executive,4,married,6209.0,11693,1,,,0.15,3.0,3,,2,,4,4.0,10,,0,8,6209.0,1991,1000000000.0,,False
410,36.0,False,rarely,325.0,,10,4,technical degree,,4,f,63,3,3,healthcare representative,3,married,7094.0,5747,3,True,False,0.12,3.0,1,,0,,0,3.0,7,,1,7,7094.0,1987,1000000000.0,,
411,,True,,1030.0,sales,5,3,,,2,m,64,3,3,sales executive,2,single,,21534,9,True,True,0.19,3.0,3,,0,,2,2.0,8,,7,7,,1971,1000000000.0,sales,True
412,39.0,False,rarely,524.0,,33,2,,1322.0,1,m,32,3,2,manufacturing director,3,single,4534.0,13352,0,,,0.11,3.0,1,,0,,6,,8,,1,7,4534.0,1984,1000000000.0,,
413,34.0,False,,943.0,,9,3,,1344.0,4,m,86,3,3,healthcare representative,4,,8500.0,5494,0,,,0.11,,4,80.0,1,10.0,0,2.0,9,,1,6,8500.0,1989,1000000000.0,,
414,38.0,False,,1009.0,,2,2,life sciences,1355.0,2,f,31,3,2,sales executive,1,,,19461,3,,,0.15,3.0,4,,1,11.0,3,3.0,7,,1,7,,1985,1000000000.0,,
415,36.0,False,frequently,607.0,sales,12,3,marketing,1362.0,12,f,83,4,2,sales executive,1,marreid,4639.0,2261,2,True,False,0.16,3.0,4,,1,,2,2.0,15,,6,13,4639.0,1987,1000000000.0,sales,True
416,35.0,False,,817.0,,1,3,,1369.0,4,f,60,2,2,laboratory technician,4,,5363.0,10846,0,True,False,0.12,3.0,2,80.0,1,10.0,0,3.0,9,,0,0,5363.0,1988,1000000000.0,,False
417,55.0,True,,,,13,4,,,1,m,85,4,4,sales executive,3,,,9277,6,True,,0.17,3.0,3,80.0,0,,2,2.0,19,,3,8,,1968,1000000000.0,,
418,34.0,False,,,,29,3,,1377.0,2,m,86,3,2,laboratory technician,3,,,17491,4,True,,0.13,3.0,1,,2,10.0,1,3.0,8,,7,7,,1989,1000000000.0,,False
419,43.0,False,,930.0,,6,3,medical,1402.0,1,f,73,2,2,research scientist,3,single,4081.0,20003,1,,True,0.14,3.0,1,,0,20.0,3,1.0,20,,1,8,4081.0,1980,1000000000.0,,False
420,42.0,False,rarely,1147.0,,10,3,human resources,1408.0,3,f,31,3,4,manager,1,married,,16616,0,,,0.14,3.0,3,80.0,1,21.0,5,3.0,20,,0,9,,1981,1000000000.0,,False
421,26.0,False,rarely,652.0,,7,3,,1417.0,3,m,100,4,1,laboratory technician,1,single,3578.0,23577,0,,False,0.12,3.0,4,,0,8.0,2,3.0,7,,0,7,3578.0,1997,1000000000.0,,
422,29.0,True,,337.0,,14,1,other,1421.0,3,f,84,3,3,healthcare representative,4,single,,22930,0,,True,0.12,3.0,1,,0,,1,3.0,8,,7,7,,1994,1000000000.0,,True
423,54.0,False,,971.0,research & development,1,3,,1422.0,4,f,54,3,4,research director,4,,17328.0,5652,6,,,0.19,3.0,4,,0,29.0,3,2.0,20,,12,7,17328.0,1969,1000000000.0,research & development,False
424,55.0,False,,1136.0,,1,4,,1424.0,2,m,81,4,4,research director,4,divorced,,12414,2,True,False,0.13,3.0,4,80.0,2,31.0,4,4.0,7,,0,0,,1968,1000000000.0,,
425,40.0,False,no,663.0,,9,4,other,,3,m,81,3,2,laboratory technician,3,,,23099,3,True,False,0.11,3.0,3,80.0,2,11.0,2,,8,,0,7,,1983,1000000000.0,,True
426,,False,,326.0,,8,2,,,1,m,31,3,3,sales executive,4,divorced,10793.0,8386,1,,,0.18,,1,,1,13.0,5,3.0,13,,9,9,10793.0,1992,1000000000.0,,
427,46.0,True,,377.0,,9,3,marketing,1457.0,1,m,52,3,3,sales executive,4,divorced,,15986,4,,False,0.11,3.0,1,,1,28.0,1,4.0,7,,4,3,,1977,1000000000.0,,True
428,45.0,False,rarely,1038.0,,20,3,medical,1460.0,2,m,95,1,3,healthcare representative,1,,10851.0,19863,2,True,True,0.18,3.0,2,80.0,1,,2,3.0,7,,0,7,10851.0,1978,1000000000.0,,False
429,49.0,False,rarely,1490.0,,7,4,life sciences,1484.0,3,m,35,3,3,healthcare representative,2,divorced,10466.0,20948,3,True,,0.14,3.0,2,,2,29.0,3,3.0,8,,0,7,10466.0,1974,1000000000.0,,False
430,29.0,False,rarely,1246.0,,19,3,,1497.0,3,m,77,2,2,sales executive,3,,,23757,1,True,,0.14,3.0,3,,2,10.0,3,3.0,10,,0,4,,1994,1000000000.0,,True
431,29.0,True,,224.0,,1,4,technical degree,1522.0,1,m,100,2,1,research scientist,1,single,2362.0,7568,6,True,False,0.13,3.0,3,,0,,2,1.0,9,,0,7,2362.0,1994,1000000000.0,,True
432,29.0,False,,441.0,,8,1,other,1544.0,3,f,39,1,2,healthcare representative,1,,,7288,3,,False,0.13,3.0,3,,1,9.0,3,3.0,7,,0,7,,1994,1000000000.0,,True
433,40.0,False,rarely,898.0,human resources,6,2,,,3,m,38,3,4,manager,4,single,,17381,1,True,True,0.21,4.0,4,80.0,0,21.0,2,3.0,21,,7,7,,1983,1000000000.0,human resources,True
434,48.0,False,,,sales,16,4,life sciences,,3,f,96,3,2,sales executive,3,divorced,6439.0,13693,8,,False,0.14,3.0,3,,1,18.0,2,,8,,7,7,6439.0,1975,1000000000.0,sales,True
435,53.0,True,,607.0,,2,5,,1572.0,3,f,78,2,3,manufacturing director,4,married,,14618,0,,,0.16,3.0,2,,1,,4,3.0,33,,1,9,,1970,1000000000.0,,True
436,44.0,False,,1313.0,,7,3,medical,1608.0,2,f,31,3,5,research director,4,,,3549,0,,True,0.14,,4,80.0,1,,4,2.0,22,,1,10,,1979,1000000000.0,,False
437,45.0,False,,1015.0,,5,5,,1611.0,3,f,50,1,2,laboratory technician,1,,5769.0,23447,1,True,,0.14,3.0,1,,0,10.0,3,3.0,10,,1,4,5769.0,1978,1000000000.0,,False
438,45.0,False,no,,,26,3,marketing,1612.0,1,m,52,2,2,sales executive,1,,4385.0,24162,1,True,,0.15,,1,80.0,1,10.0,2,,10,,4,5,4385.0,1978,1000000000.0,,False
439,34.0,False,frequently,426.0,,10,4,,1615.0,3,m,42,4,2,manufacturing director,4,,,17000,1,,,0.13,3.0,1,,1,9.0,3,,9,,7,2,,1989,1000000000.0,,True
440,39.0,False,,1387.0,research & development,10,5,medical,,2,m,76,3,2,manufacturing director,1,,,3835,2,True,,0.13,3.0,4,,3,,3,3.0,7,,7,7,,1984,1000000000.0,research & development,False
441,27.0,False,,1302.0,research & development,36,3,,1619.0,36,m,,2,1,laboratory technician,1,divorced,4066.0,16290,1,,False,0.11,3.0,1,,2,7.0,3,3.0,7,,0,7,4066.0,1996,1000000000.0,research & development,True
442,45.0,False,rarely,1329.0,,2,2,,1635.0,4,f,59,2,2,manufacturing director,4,divorced,,5388,1,,,0.19,3.0,1,,2,10.0,3,3.0,10,,3,9,,1978,1000000000.0,,True
443,44.0,False,,602.0,,1,5,,1642.0,1,m,37,3,2,human resources,4,married,,10503,4,,True,0.11,3.0,3,,0,14.0,3,3.0,10,,0,2,,1979,1000000000.0,,
444,25.0,False,,772.0,,2,1,life sciences,1653.0,4,m,77,4,2,manufacturing director,3,divorced,5206.0,4973,1,,,0.17,3.0,3,,2,7.0,6,3.0,7,,0,7,5206.0,1998,1000000000.0,,False
445,49.0,False,,809.0,,1,3,,,3,m,36,3,4,manager,3,single,,22384,4,True,,0.14,3.0,1,80.0,0,23.0,2,3.0,8,,0,0,,1974,1000000000.0,,
446,48.0,True,frequently,,,7,2,,1691.0,4,f,95,3,1,sales representative,3,,2655.0,11740,2,,,0.11,,3,80.0,2,19.0,3,3.0,9,,7,7,2655.0,1975,1000000000.0,,False
447,26.0,False,,786.0,,7,3,medical,1693.0,4,m,76,3,1,laboratory technician,4,,2570.0,11925,1,,False,0.2,4.0,3,80.0,0,7.0,5,3.0,7,,5,7,2570.0,1997,1000000000.0,,True
448,44.0,False,rarely,921.0,,2,3,life sciences,1703.0,3,f,96,4,3,healthcare representative,4,,,14810,1,,,0.19,,2,,1,,2,3.0,8,,6,7,,1979,1000000000.0,,True
449,36.0,False,,530.0,,2,4,,,3,f,51,3,2,sales representative,4,single,4502.0,7439,3,True,,0.15,,3,,0,17.0,2,2.0,13,,6,7,4502.0,1987,1000000000.0,,True
450,46.0,False,,717.0,research & development,13,4,,1727.0,3,m,34,3,2,healthcare representative,2,single,,9697,6,,False,0.14,3.0,4,,0,19.0,3,3.0,10,,0,9,,1977,1000000000.0,research & development,
451,35.0,False,,1370.0,,27,4,life sciences,1728.0,4,m,49,3,2,manufacturing director,3,married,,5151,2,True,,0.16,3.0,2,80.0,1,17.0,3,3.0,7,,0,7,,1988,1000000000.0,,True
452,30.0,False,frequently,1312.0,,2,4,,1745.0,4,f,78,2,1,research scientist,1,,4968.0,26427,0,True,,0.16,3.0,4,80.0,0,10.0,2,,9,,0,7,4968.0,1993,1000000000.0,,False
453,30.0,False,,979.0,,15,2,marketing,1754.0,3,m,94,2,3,sales executive,1,,,3088,2,,False,0.11,3.0,1,80.0,1,,2,3.0,7,,1,7,,1993,1000000000.0,,True
454,33.0,False,no,1283.0,,2,3,marketing,1756.0,4,f,62,3,2,sales executive,2,,5147.0,10697,8,,False,0.15,3.0,4,,0,13.0,2,2.0,11,,1,7,5147.0,1990,1000000000.0,,
455,32.0,False,,953.0,,5,4,,1764.0,2,m,65,3,1,research scientist,2,single,2718.0,17674,2,True,False,0.14,3.0,2,,0,12.0,3,3.0,7,,0,7,2718.0,1991,1000000000.0,,True
456,43.0,False,rarely,244.0,,2,3,life sciences,1778.0,2,m,97,3,1,human resources,4,,3539.0,5033,0,True,False,0.13,3.0,2,80.0,0,,5,3.0,9,,1,8,3539.0,1980,1000000000.0,,False
457,31.0,False,rarely,196.0,,29,4,marketing,,1,f,91,2,2,sales executive,4,,5468.0,13402,1,,,0.14,3.0,1,,2,,3,3.0,12,,5,7,5468.0,1992,1000000000.0,,True
458,35.0,True,,303.0,,27,3,,1797.0,3,m,84,3,2,sales executive,4,,5813.0,13492,1,,,0.18,3.0,4,80.0,0,,2,3.0,10,,7,7,5813.0,1988,1000000000.0,,False
459,35.0,False,no,1180.0,research & development,2,2,medical,1804.0,2,m,90,3,2,manufacturing director,4,divorced,,24442,2,,False,0.14,3.0,3,,1,15.0,6,3.0,7,,1,7,,1988,1000000000.0,research & development,False
460,30.0,False,,1092.0,,10,3,medical,1816.0,1,f,64,3,3,manufacturing director,3,single,9667.0,2739,9,True,False,0.14,3.0,2,,0,9.0,3,3.0,7,,0,2,9667.0,1993,1000000000.0,,False
461,46.0,True,rarely,261.0,,19,2,medical,1821.0,4,f,66,3,2,healthcare representative,2,married,,10842,4,,False,0.22,4.0,4,,1,13.0,2,4.0,9,7.0,3,7,,1977,1000000000.0,,False
462,45.0,False,no,589.0,,2,4,,,3,f,67,3,2,sales executive,3,married,5154.0,19665,4,True,,0.22,4.0,2,,2,10.0,3,4.0,8,,5,7,5154.0,1978,1000000000.0,,False
463,43.0,False,frequently,1422.0,,2,4,life sciences,1849.0,1,m,92,3,2,sales executive,4,married,5675.0,19246,1,,,0.2,4.0,3,,1,7.0,5,3.0,7,,7,7,5675.0,1980,1000000000.0,,False
464,46.0,True,,,,10,3,life sciences,1869.0,3,f,64,3,3,sales executive,2,,7314.0,14011,5,True,,0.21,4.0,3,80.0,3,14.0,2,3.0,8,,0,7,7314.0,1977,1000000000.0,,True
465,40.0,False,rarely,1137.0,research & development,1,4,,,1,m,98,3,4,manager,1,,,18991,2,True,,0.11,3.0,1,,1,22.0,3,,19,,11,16,,1983,1000000000.0,research & development,
466,27.0,False,rarely,511.0,sales,2,2,,1898.0,1,f,89,4,2,sales executive,3,single,,26997,0,True,False,0.14,3.0,2,,0,9.0,5,2.0,8,,0,7,,1996,1000000000.0,sales,False
467,42.0,False,,1396.0,,6,3,medical,1911.0,3,m,83,3,3,research director,1,married,,14842,9,True,False,0.13,3.0,2,80.0,1,18.0,3,4.0,13,,5,7,,1981,1000000000.0,,True
468,26.0,False,frequently,1096.0,,6,3,other,,3,m,61,4,1,laboratory technician,4,married,,7102,0,,False,0.18,3.0,1,,1,8.0,3,3.0,7,,7,7,,1997,1000000000.0,,
469,28.0,False,frequently,,,1,2,life sciences,1927.0,3,m,42,2,2,sales executive,4,married,,19255,1,,,0.12,3.0,3,,1,7.0,2,3.0,7,,0,7,,1995,1000000000.0,,
470,47.0,False,,1169.0,,14,4,,1934.0,3,m,64,3,2,research scientist,2,married,,2125,8,True,,0.18,3.0,3,80.0,1,,4,4.0,8,,1,7,,1976,1000000000.0,,False
471,34.0,False,rarely,1239.0,,13,4,medical,1951.0,4,m,39,3,3,sales executive,3,divorced,,22914,1,,False,0.18,3.0,3,,1,9.0,2,2.0,8,,1,1,,1989,1000000000.0,,True
472,26.0,False,,157.0,research & development,1,3,medical,1952.0,3,m,95,3,1,laboratory technician,1,single,,20006,0,True,False,0.13,3.0,4,,0,8.0,6,,7,,7,6,,1997,1000000000.0,research & development,True
473,27.0,False,rarely,954.0,,9,3,,1965.0,4,m,44,3,2,sales executive,4,,,5099,1,,,0.14,3.0,1,,0,,5,,7,,0,7,,1996,1000000000.0,,False
474,31.0,True,frequently,754.0,sales,26,4,marketing,1967.0,1,m,63,3,2,sales executive,4,,,21075,1,True,True,0.11,3.0,3,,0,10.0,4,3.0,10,,0,8,,1992,1000000000.0,sales,True
475,33.0,False,frequently,1303.0,,7,2,life sciences,,4,m,,3,2,healthcare representative,3,divorced,,18079,1,,,0.2,,3,,3,9.0,2,3.0,9,,2,8,,1990,1000000000.0,,True
476,31.0,False,,697.0,,10,3,,1979.0,3,f,40,3,3,research director,3,married,,26862,4,,False,0.2,4.0,3,,1,13.0,2,4.0,11,,4,8,,1992,1000000000.0,,True
477,35.0,False,,1395.0,,9,4,medical,2008.0,2,m,48,3,2,research scientist,3,,5098.0,18698,1,,False,0.19,3.0,2,,0,10.0,5,3.0,10,,0,8,5098.0,1988,1000000000.0,,True
478,33.0,False,rarely,501.0,,15,2,,2009.0,2,f,95,3,2,healthcare representative,4,married,,21653,0,,True,0.13,,1,,1,,6,3.0,9,,8,1,,1990,1000000000.0,,True
479,39.0,False,rarely,116.0,,24,1,life sciences,2014.0,1,m,52,3,2,research scientist,4,single,,5340,7,,False,0.13,,1,,0,,2,3.0,7,,1,7,,1984,1000000000.0,,False
480,36.0,False,rarely,557.0,,46,3,,,46,f,94,2,3,sales executive,4,marreid,,12695,0,True,False,0.19,3.0,3,,2,10.0,2,3.0,9,,3,4,,1987,1000000000.0,,True
481,41.0,False,rarely,582.0,,28,4,life sciences,2034.0,1,f,60,2,4,manufacturing director,2,married,13570.0,5640,0,True,False,0.23,,3,,1,21.0,3,3.0,20,,0,10,13570.0,1982,1000000000.0,,True
482,34.0,False,,704.0,sales,28,3,marketing,2035.0,4,f,95,2,2,sales executive,3,married,6712.0,8978,1,True,False,0.21,4.0,4,,2,8.0,2,3.0,8,,1,7,6712.0,1989,1000000000.0,sales,False
483,38.0,False,rarely,,,10,2,,,1,f,100,3,2,sales executive,4,married,,5982,1,,False,0.11,3.0,3,,1,10.0,1,3.0,10,,1,9,,1985,1000000000.0,,True
484,39.0,False,rarely,613.0,,6,1,,2062.0,4,m,42,2,3,healthcare representative,1,,9991.0,21457,4,,,0.15,3.0,1,80.0,1,,5,3.0,7,,1,7,9991.0,1984,1000000000.0,,True
485,34.0,False,rarely,419.0,,7,4,,28.0,1,f,53,3,3,research director,2,single,,21293,0,,False,0.11,,3,,0,,4,3.0,12,6.0,2,11,,1989,1000000000.0,,False
486,44.0,False,rarely,477.0,,7,4,medical,,1,f,42,2,3,healthcare representative,4,married,10248.0,2094,3,,,0.14,,4,,1,24.0,4,3.0,22,,5,17,10248.0,1979,1000000000.0,,
487,46.0,False,,1211.0,,5,4,,62.0,1,m,98,3,2,sales executive,4,single,,20445,4,True,,0.21,,3,,0,14.0,4,3.0,9,,0,8,,1977,1000000000.0,,True
488,41.0,False,frequently,857.0,research & development,10,3,life sciences,199.0,4,m,91,2,4,manager,1,divorced,,12888,4,True,,0.13,3.0,2,,1,,2,2.0,7,,7,7,,1982,1000000000.0,research & development,False
489,39.0,False,,505.0,research & development,2,4,,343.0,3,f,64,3,3,healthcare representative,3,single,10938.0,6420,0,,False,0.25,4.0,4,,0,20.0,1,3.0,19,,11,8,10938.0,1984,1000000000.0,research & development,False
490,42.0,False,rarely,269.0,,2,3,medical,351.0,4,f,56,2,1,laboratory technician,1,divorced,2593.0,8007,0,,True,0.11,3.0,3,80.0,1,10.0,4,3.0,9,,7,8,2593.0,1981,1000000000.0,,
491,33.0,False,frequently,553.0,research & development,5,4,,428.0,4,f,74,3,3,manager,2,married,11878.0,23364,6,True,,0.11,,2,80.0,2,12.0,2,3.0,10,,8,8,11878.0,1990,1000000000.0,research & development,
492,35.0,False,rarely,1296.0,,5,4,technical degree,464.0,3,m,62,3,3,manufacturing director,2,single,8095.0,18264,0,,False,0.13,3.0,4,80.0,0,17.0,5,3.0,16,,0,13,8095.0,1988,1000000000.0,,True
493,33.0,True,rarely,1277.0,,15,1,medical,,2,m,56,3,3,manager,3,married,,24619,7,,,0.12,3.0,4,,0,15.0,2,4.0,7,,7,7,,1990,1000000000.0,,
494,40.0,False,rarely,302.0,,6,3,life sciences,,2,f,75,3,4,manufacturing director,3,single,,20364,7,,False,0.15,3.0,3,,0,22.0,3,3.0,20,,5,13,,1983,1000000000.0,,False
495,41.0,False,rarely,427.0,,10,4,human resources,731.0,2,m,73,2,5,manager,4,divorced,,8861,3,True,False,0.15,3.0,2,,3,23.0,2,2.0,21,,12,6,,1982,1000000000.0,,False
496,27.0,False,,975.0,,7,3,,764.0,4,f,55,2,2,healthcare representative,1,,,23398,8,,False,0.19,3.0,1,,0,,2,1.0,7,,0,7,,1996,1000000000.0,,False
497,52.0,False,rarely,621.0,,3,4,marketing,,3,m,31,2,4,manager,1,,16856.0,10084,1,,,0.11,3.0,1,,0,,3,4.0,34,,1,16,16856.0,1971,1000000000.0,,True
498,51.0,False,rarely,1318.0,,26,4,marketing,851.0,1,f,66,3,4,manager,3,married,,5594,2,,False,0.14,3.0,3,,1,,2,2.0,20,,4,17,,1972,1000000000.0,,False
499,47.0,False,rarely,249.0,,2,2,marketing,903.0,3,f,35,3,2,sales executive,4,,4537.0,17783,0,,,0.22,4.0,1,,1,8.0,2,3.0,7,,7,7,4537.0,1976,1000000000.0,,True
500,50.0,False,no,881.0,research & development,2,4,,905.0,1,m,98,3,4,manager,1,divorced,17924.0,4544,1,True,,0.11,3.0,4,,1,31.0,3,3.0,31,,14,7,17924.0,1973,1000000000.0,research & development,False
501,35.0,False,rarely,1137.0,research & development,21,1,life sciences,942.0,4,f,51,3,2,healthcare representative,4,married,4014.0,19170,1,,,0.25,4.0,4,,1,10.0,2,1.0,10,,0,7,4014.0,1988,1000000000.0,research & development,
502,39.0,False,rarely,466.0,,1,1,,1026.0,4,f,65,2,4,manufacturing director,4,married,12742.0,7060,1,,False,0.16,3.0,3,,1,,3,3.0,21,,11,8,12742.0,1984,1000000000.0,,
503,39.0,False,frequently,945.0,,22,3,medical,,4,f,82,3,3,manufacturing director,1,single,,5083,1,,,0.13,3.0,3,,0,,2,3.0,21,,2,8,,1984,1000000000.0,,False
504,41.0,False,,509.0,,7,2,,1085.0,2,f,43,4,1,research scientist,3,,3376.0,18863,1,,False,0.13,3.0,3,80.0,0,,3,3.0,10,,0,8,3376.0,1982,1000000000.0,,False
505,44.0,True,,1376.0,human resources,1,2,medical,,2,m,91,2,3,human resources,1,married,10482.0,2326,9,,False,0.14,,4,80.0,1,24.0,1,3.0,20,,3,6,10482.0,1979,1000000000.0,human resources,True
506,42.0,False,,469.0,,2,2,medical,1109.0,4,m,35,3,4,manager,1,,,14399,0,,False,0.17,3.0,4,,1,23.0,3,3.0,22,,13,7,,1981,1000000000.0,,False
507,52.0,False,rarely,994.0,,7,4,life sciences,1118.0,2,m,87,3,3,healthcare representative,2,single,,15322,7,True,,0.19,3.0,4,,0,18.0,4,,8,,4,0,,1971,1000000000.0,,True
508,38.0,False,,433.0,,1,3,,1152.0,3,m,37,4,1,human resources,3,,,6004,1,,False,0.13,3.0,4,,1,7.0,2,4.0,7,,5,0,,1985,1000000000.0,,True
509,46.0,False,,991.0,human resources,1,2,life sciences,,4,f,44,3,1,human resources,1,,,22957,6,,,0.12,3.0,3,80.0,0,10.0,3,4.0,7,,5,7,,1977,1000000000.0,human resources,
510,35.0,False,,482.0,,4,4,life sciences,1350.0,3,m,87,3,2,research scientist,3,single,4249.0,2690,1,,,0.11,3.0,2,,0,,3,3.0,9,,1,1,4249.0,1988,1000000000.0,,False
511,28.0,False,rarely,1083.0,research & development,29,1,life sciences,1514.0,3,m,96,1,2,manufacturing director,2,married,6549.0,3173,1,,,0.14,,2,,2,8.0,2,2.0,8,,1,7,6549.0,1995,1000000000.0,research & development,True
512,44.0,False,,136.0,,28,3,life sciences,1523.0,4,m,32,3,4,research director,1,married,,22074,3,,False,0.13,3.0,3,,1,,1,4.0,20,,14,17,,1979,1000000000.0,,True
513,50.0,False,,333.0,,22,5,,1539.0,3,m,88,1,4,research director,4,,14411.0,24450,1,,,0.13,3.0,4,,0,,2,3.0,32,,13,9,14411.0,1973,1000000000.0,,False
514,55.0,False,rarely,685.0,,23,5,marketing,,3,m,60,2,5,manager,4,,19586.0,23037,1,True,False,0.21,4.0,3,80.0,1,36.0,3,3.0,36,,2,13,19586.0,1968,1000000000.0,,True
515,39.0,False,,1462.0,sales,6,3,,1588.0,4,m,38,4,3,sales executive,3,married,8237.0,4658,2,True,False,0.11,3.0,1,,1,11.0,3,3.0,7,,7,6,8237.0,1984,1000000000.0,sales,
516,49.0,False,,722.0,research & development,13,4,,1617.0,13,f,84,3,1,laboratory technician,1,,3211.0,22102,1,,,0.14,3.0,4,,1,10.0,3,2.0,9,,1,4,3211.0,1974,1000000000.0,research & development,
517,45.0,False,,,,28,2,technical degree,1719.0,4,f,48,2,4,research director,2,single,16704.0,17119,1,,,0.11,,3,,0,21.0,2,3.0,21,6.0,8,6,16704.0,1978,1000000000.0,,False
518,46.0,False,,1277.0,,2,3,,,3,m,74,3,3,sales executive,4,,,5596,4,,,0.12,3.0,2,,1,,5,2.0,10,,0,3,,1977,1000000000.0,,False
519,27.0,False,,1131.0,,15,3,,1870.0,4,f,77,2,1,research scientist,1,married,4774.0,23844,0,,False,0.19,3.0,4,,1,,2,,7,,7,3,4774.0,1996,1000000000.0,,False
520,42.0,False,rarely,300.0,,2,3,,2031.0,1,m,56,3,5,manager,3,married,,17312,5,,,0.11,3.0,1,,0,24.0,2,2.0,22,,4,14,,1981,1000000000.0,,True
521,49.0,False,,1023.0,sales,2,3,,2065.0,4,m,63,2,2,sales executive,2,married,,13243,2,,,0.14,3.0,4,80.0,0,17.0,3,2.0,9,,0,8,,1974,1000000000.0,sales,
522,29.0,False,rarely,153.0,,15,2,life sciences,15.0,4,f,49,2,2,laboratory technician,3,single,,12682,0,,True,0.12,3.0,4,,0,10.0,3,3.0,9,,0,8,,1994,1000000000.0,,
523,34.0,False,no,1065.0,,12,4,marketing,60.0,12,m,72,3,2,sales executive,3,,4568.0,10034,0,True,False,0.2,4.0,3,,0,,2,3.0,9,,8,7,4568.0,1989,1000000000.0,,False
524,37.0,False,,1115.0,,1,4,,,1,m,51,2,2,manufacturing director,3,divorced,5993.0,2689,1,,False,0.18,3.0,3,80.0,1,,2,,7,,0,7,5993.0,1986,1000000000.0,,False
525,36.0,False,,1195.0,,11,3,,85.0,2,m,95,2,2,manufacturing director,2,single,6499.0,22656,1,True,False,0.13,3.0,3,,0,6.0,3,3.0,6,,0,3,6499.0,1987,1000000000.0,,
526,45.0,False,,1316.0,,29,3,,,3,m,83,3,1,research scientist,4,single,3452.0,9752,5,,,0.13,3.0,2,,0,9.0,2,2.0,6,,0,3,3452.0,1978,1000000000.0,,True
527,29.0,False,rarely,665.0,,15,3,,346.0,3,m,60,3,1,research scientist,4,,,22673,1,,False,0.19,3.0,1,,0,6.0,1,3.0,6,,1,5,,1994,1000000000.0,,False
528,26.0,False,,1479.0,,1,3,,384.0,3,f,84,3,2,manufacturing director,2,,6397.0,26767,1,,False,0.2,4.0,1,80.0,1,6.0,6,1.0,6,,1,4,6397.0,1997,1000000000.0,,False
529,28.0,False,,304.0,,9,4,life sciences,498.0,2,m,92,3,2,sales executive,4,single,,20750,1,True,False,0.16,3.0,4,,0,,1,3.0,7,,0,7,,1995,1000000000.0,,True
530,42.0,False,frequently,1368.0,,30,4,technical degree,551.0,4,f,,2,2,healthcare representative,4,married,,4386,0,True,False,0.11,3.0,4,80.0,3,7.0,4,4.0,6,,0,4,,1981,1000000000.0,,True
531,31.0,False,rarely,828.0,sales,2,1,life sciences,604.0,2,m,77,3,2,sales executive,4,,,8346,4,,True,0.13,3.0,3,80.0,0,10.0,2,4.0,6,,0,5,,1992,1000000000.0,sales,
532,37.0,False,rarely,799.0,,47,3,,,47,f,59,3,3,manufacturing director,4,single,,23848,4,True,,0.17,3.0,4,,0,,3,4.0,6,,1,2,,1986,1000000000.0,,True
