,Unnamed: 0,employee_number,department,job_role,job_level,job_involvement,years_at_company,years_since_last_promotion,years_with_current_manager,training_times_last_year,remote_work,performance_rating,attrition,marital_status,distance_from_home,education,education_field,total_working_years,num_companies_worked
298,414,1355,,sales executive,2,3,7,1,7,3,,3.0,False,,2,2,life sciences,11.0,3
299,415,1362,sales,sales executive,2,4,15,6,13,2,True,3.0,False,married,12,3,marketing,,2
300,416,1369,,laboratory technician,2,2,9,0,0,0,False,3.0,False,,1,3,,10.0,0
301,418,1377,,laboratory technician,2,3,8,7,7,1,False,3.0,False,,29,3,,10.0,4
302,419,1402,,research scientist,2,2,20,1,8,3,False,3.0,False,single,6,3,medical,20.0,1
303,420,1408,,manager,4,3,20,0,9,5,False,3.0,False,married,10,3,human resources,21.0,0
304,421,1417,,laboratory technician,1,4,7,0,7,2,,3.0,False,single,7,3,,8.0,0
305,422,1421,,healthcare representative,3,3,8,7,7,1,True,3.0,True,single,14,1,other,,0
306,423,1422,research & development,research director,4,3,20,12,7,3,False,3.0,False,,1,3,,29.0,6
307,424,1424,,research director,4,4,7,0,0,4,,3.0,False,divorced,1,4,,31.0,2
308,427,1457,,sales executive,3,3,7,4,3,1,True,3.0,True,divorced,9,3,marketing,28.0,4
309,428,1460,,healthcare representative,3,1,7,0,7,2,False,3.0,False,,20,3,medical,,2
310,429,1484,,healthcare representative,3,3,8,0,7,3,False,3.0,False,divorced,7,4,life sciences,29.0,3
311,430,1497,,sales executive,2,2,10,0,4,3,True,3.0,False,,19,3,,10.0,1
312,431,1522,,research scientist,1,2,9,0,7,2,True,3.0,True,single,1,4,technical degree,,6
313,432,1544,,healthcare representative,2,1,7,0,7,3,True,3.0,False,,8,1,other,9.0,3
314,435,1572,,manufacturing director,3,2,33,1,9,4,True,3.0,True,married,2,5,,,0
315,436,1608,,research director,5,3,22,1,10,4,False,,False,,7,3,medical,,0
316,437,1611,,laboratory technician,2,1,10,1,4,3,False,3.0,False,,5,5,,10.0,1
317,438,1612,,sales executive,2,2,10,4,5,2,False,,False,,26,3,marketing,10.0,1
318,439,1615,,manufacturing director,2,4,9,7,2,3,True,3.0,False,,10,4,,9.0,1
319,441,1619,research & development,laboratory technician,1,2,7,0,7,3,True,3.0,False,divorced,36,3,,7.0,1
320,442,1635,,manufacturing director,2,2,10,3,9,3,True,3.0,False,divorced,2,2,,10.0,1
321,443,1642,,human resources,2,3,10,0,2,3,,3.0,False,married,1,5,,14.0,4
322,444,1653,,manufacturing director,2,4,7,0,7,6,False,3.0,False,divorced,2,1,life sciences,7.0,1
323,446,1691,,sales representative,1,3,9,7,7,3,False,,True,,7,2,,19.0,2
324,447,1693,,laboratory technician,1,3,7,5,7,5,True,4.0,False,,7,3,medical,7.0,1
325,448,1703,,healthcare representative,3,4,8,6,7,2,True,,False,,2,3,life sciences,,1
326,450,1727,research & development,healthcare representative,2,3,10,0,9,3,,3.0,False,single,13,4,,19.0,6
327,451,1728,,manufacturing director,2,3,7,0,7,3,True,3.0,False,married,27,4,life sciences,17.0,2
328,452,1745,,research scientist,1,2,9,0,7,2,False,3.0,False,,2,4,,10.0,0
329,453,1754,,sales executive,3,2,7,1,7,2,True,3.0,False,,15,2,marketing,,2
330,454,1756,,sales executive,2,3,11,1,7,2,,3.0,False,,2,3,marketing,13.0,8
331,455,1764,,research scientist,1,3,7,0,7,3,True,3.0,False,single,5,4,,12.0,2
332,456,1778,,human resources,1,3,9,1,8,5,False,3.0,False,,2,3,life sciences,,0
333,458,1797,,sales executive,2,3,10,7,7,2,False,3.0,True,,27,3,,,1
334,459,1804,research & development,manufacturing director,2,3,7,1,7,6,False,3.0,False,divorced,2,2,medical,15.0,2
335,460,1816,,manufacturing director,3,3,7,0,2,3,False,3.0,False,single,10,3,medical,9.0,9
336,461,1821,,healthcare representative,2,3,9,3,7,2,False,4.0,True,married,19,2,medical,13.0,4
337,463,1849,,sales executive,2,3,7,7,7,5,False,4.0,False,married,2,4,life sciences,7.0,1
338,464,1869,,sales executive,3,3,8,0,7,2,True,4.0,True,,10,3,life sciences,14.0,5
339,466,1898,sales,sales executive,2,4,8,0,7,5,False,3.0,False,single,2,2,,9.0,0
340,467,1911,,research director,3,3,13,5,7,3,True,3.0,False,married,6,3,medical,18.0,9
341,469,1927,,sales executive,2,2,7,0,7,2,,3.0,False,married,1,2,life sciences,7.0,1
342,470,1934,,research scientist,2,3,8,1,7,4,False,3.0,False,married,14,4,,,8
343,471,1951,,sales executive,3,3,8,1,1,2,True,3.0,False,divorced,13,4,medical,9.0,1
344,472,1952,research & development,laboratory technician,1,3,7,7,6,6,True,3.0,False,single,1,3,medical,8.0,0
345,473,1965,,sales executive,2,3,7,0,7,5,False,3.0,False,,9,3,,,1
346,474,1967,sales,sales executive,2,3,10,0,8,4,True,3.0,True,,26,4,marketing,10.0,1
347,476,1979,,research director,3,3,11,4,8,2,True,4.0,False,married,10,3,,13.0,4
348,477,2008,,research scientist,2,3,10,0,8,5,True,3.0,False,,9,4,medical,10.0,1
349,478,2009,,healthcare representative,2,3,9,8,1,6,True,,False,married,15,2,,,0
350,479,2014,,research scientist,2,3,7,1,7,2,False,,False,single,24,1,life sciences,,7
351,481,2034,,manufacturing director,4,2,20,0,10,3,True,,False,married,28,4,life sciences,21.0,0
352,482,2035,sales,sales executive,2,2,8,1,7,2,False,4.0,False,married,28,3,marketing,8.0,1
353,484,2062,,healthcare representative,3,2,7,1,7,5,True,3.0,False,,6,1,,,4
354,485,28,,research director,3,3,12,2,11,4,False,,False,single,7,4,,,0
355,487,62,,sales executive,2,3,9,0,8,4,True,,False,single,5,4,,14.0,4
356,488,199,research & development,manager,4,2,7,7,7,2,False,3.0,False,divorced,10,3,life sciences,,4
357,489,343,research & development,healthcare representative,3,3,19,11,8,1,False,4.0,False,single,2,4,,20.0,0
358,490,351,,laboratory technician,1,2,9,7,8,4,,3.0,False,divorced,2,3,medical,10.0,0
359,491,428,research & development,manager,3,3,10,8,8,2,,,False,married,5,4,,12.0,6
360,492,464,,manufacturing director,3,3,16,0,13,5,True,3.0,False,single,5,4,technical degree,17.0,0
361,495,731,,manager,5,2,21,12,6,2,False,3.0,False,divorced,10,4,human resources,23.0,3
362,496,764,,healthcare representative,2,2,7,0,7,2,False,3.0,False,,7,3,,,8
363,498,851,,manager,4,3,20,4,17,2,False,3.0,False,married,26,4,marketing,,2
364,499,903,,sales executive,2,3,7,7,7,2,True,4.0,False,,2,2,marketing,8.0,0
365,500,905,research & development,manager,4,3,31,14,7,3,False,3.0,False,divorced,2,4,,31.0,1
366,501,942,research & development,healthcare representative,2,3,10,0,7,2,,4.0,False,married,21,1,life sciences,10.0,1
367,502,1026,,manufacturing director,4,2,21,11,8,3,,3.0,False,married,1,1,,,1
368,504,1085,,research scientist,1,4,10,0,8,3,False,3.0,False,,7,2,,,1
369,506,1109,,manager,4,3,22,13,7,3,False,3.0,False,,2,2,medical,23.0,0
370,507,1118,,healthcare representative,3,3,8,4,0,4,True,3.0,False,single,7,4,life sciences,18.0,7
371,508,1152,,human resources,1,4,7,5,0,2,True,3.0,False,,1,3,,7.0,1
372,510,1350,,research scientist,2,3,9,1,1,3,False,3.0,False,single,4,4,life sciences,,1
373,511,1514,research & development,manufacturing director,2,1,8,1,7,2,True,,False,married,29,1,life sciences,8.0,1
374,512,1523,,research director,4,3,20,14,17,1,True,3.0,False,married,28,3,life sciences,,3
375,513,1539,,research director,4,1,32,13,9,2,False,3.0,False,,22,5,,,1
376,515,1588,sales,sales executive,3,4,7,7,6,3,,3.0,False,married,6,3,,11.0,2
377,516,1617,research & development,laboratory technician,1,3,9,1,4,3,,3.0,False,,13,4,,10.0,1
378,517,1719,,research director,4,2,21,8,6,2,False,,False,single,28,2,technical degree,21.0,1
379,519,1870,,research scientist,1,2,7,7,3,2,False,3.0,False,married,15,3,,,0
380,520,2031,,manager,5,3,22,4,14,2,True,3.0,False,married,2,3,,24.0,5
381,521,2065,sales,sales executive,2,2,9,0,8,3,,3.0,False,married,2,3,,17.0,2
382,522,15,,laboratory technician,2,2,9,0,8,3,,3.0,False,single,15,2,life sciences,10.0,0
383,523,60,,sales executive,2,3,9,8,7,2,False,4.0,False,,12,4,marketing,,0
384,525,85,,manufacturing director,2,2,6,0,3,3,,3.0,False,single,11,3,,6.0,1
385,527,346,,research scientist,1,3,6,1,5,1,False,3.0,False,,15,3,,6.0,1
386,528,384,,manufacturing director,2,3,6,1,4,6,False,4.0,False,,1,3,,6.0,1
387,529,498,,sales executive,2,3,7,0,7,1,True,3.0,False,single,9,4,life sciences,,1
388,530,551,,healthcare representative,2,2,6,0,4,4,True,3.0,False,married,30,4,technical degree,7.0,0
389,531,604,sales,sales executive,2,3,6,0,5,2,,3.0,False,,2,1,life sciences,10.0,4
390,533,626,,sales executive,3,3,9,7,7,6,False,3.0,False,divorced,9,4,,9.0,1
391,536,644,,manager,5,3,32,10,7,2,False,3.0,False,married,3,3,,,1
392,537,649,,research scientist,1,2,6,1,3,3,,3.0,False,,1,2,life sciences,6.0,1
393,538,714,,sales executive,2,4,6,0,4,3,False,,False,,3,1,medical,,1
394,539,781,sales,sales executive,2,3,6,1,4,5,False,4.0,False,single,42,1,,6.0,1
395,541,804,research & development,research scientist,1,2,6,1,3,3,True,,False,,2,4,,6.0,1
396,543,856,,research scientist,1,2,6,1,1,3,False,3.0,False,,16,1,medical,6.0,1
397,544,998,research & development,healthcare representative,2,4,6,1,2,2,,3.0,False,married,1,4,,,1
398,545,1120,,research scientist,1,3,7,1,7,1,False,4.0,False,divorced,28,4,life sciences,11.0,4
399,546,1143,research & development,research scientist,1,3,7,1,1,2,True,3.0,False,divorced,10,3,,8.0,0
400,550,1251,research & development,healthcare representative,2,3,6,0,1,2,False,,False,married,11,2,,6.0,1
401,552,1438,,research scientist,1,3,6,1,2,2,,3.0,False,,1,3,,17.0,7
402,554,1574,,research scientist,2,3,6,1,2,3,,3.0,False,married,1,4,,9.0,4
403,555,1671,,research scientist,2,3,9,1,6,4,True,3.0,False,divorced,2,3,medical,10.0,0
404,560,94,,research scientist,1,3,5,0,4,3,False,4.0,False,married,2,3,life sciences,,0
405,563,112,,manufacturing director,3,1,6,0,2,3,True,3.0,False,,13,3,,37.0,4
406,564,129,,sales executive,2,3,5,0,4,3,True,3.0,False,,4,3,medical,5.0,1
407,565,142,,sales executive,2,2,6,0,3,1,True,3.0,True,single,5,3,,,1
408,566,161,,research scientist,1,3,5,4,3,2,True,3.0,True,,14,4,life sciences,7.0,9
409,567,164,research & development,research scientist,1,2,5,4,3,3,False,3.0,False,married,6,3,,5.0,1
410,568,190,,laboratory technician,1,3,5,0,4,2,False,4.0,True,,9,3,medical,,7
411,569,194,,research scientist,1,3,5,0,4,4,,3.0,False,single,18,3,life sciences,,1
412,570,226,,manager,5,3,5,4,4,5,False,3.0,False,,11,3,,,3
413,571,231,,research scientist,1,3,5,1,4,2,False,4.0,False,,6,5,life sciences,8.0,3
414,572,240,,sales executive,2,3,5,0,3,3,False,3.0,False,,4,2,,9.0,4
415,573,262,,research scientist,1,4,5,2,2,3,,3.0,False,divorced,7,3,,7.0,4
416,574,283,,sales executive,3,3,10,1,9,3,True,4.0,True,married,27,3,marketing,10.0,1
417,575,308,research & development,manufacturing director,2,1,5,1,4,2,True,3.0,False,,1,4,medical,6.0,0
418,576,325,,laboratory technician,1,3,5,0,4,2,False,3.0,True,married,14,3,,8.0,5
419,577,355,,laboratory technician,1,2,5,1,4,2,True,3.0,True,,29,2,,,0
420,578,378,,sales executive,2,3,5,0,1,5,True,3.0,False,,6,4,,,4
421,582,449,,sales executive,2,3,5,1,4,0,True,3.0,False,,1,1,marketing,,0
422,583,466,,manufacturing director,2,2,5,1,2,3,True,3.0,False,single,6,3,,,6
423,584,486,,laboratory technician,1,3,5,0,3,3,,4.0,False,,10,3,medical,,6
424,585,492,,sales executive,2,2,6,1,0,6,True,3.0,True,,22,2,,8.0,2
425,586,505,,manager,4,3,5,1,2,2,False,3.0,False,single,2,3,,,2
426,587,510,,research scientist,1,3,6,0,4,2,True,4.0,True,,3,1,,,0
427,589,527,sales,sales executive,2,2,5,1,3,3,False,3.0,False,single,4,2,,5.0,1
428,592,547,,research scientist,2,3,5,0,2,3,False,3.0,False,,12,2,,19.0,2
429,593,548,,manufacturing director,2,1,5,0,2,2,True,4.0,False,,2,3,life sciences,11.0,2
430,594,577,,laboratory technician,1,1,5,4,3,2,False,3.0,False,single,22,3,life sciences,,0
431,598,679,,research scientist,2,3,6,0,5,2,False,3.0,False,married,9,4,,6.0,1
432,599,785,,sales executive,2,4,5,1,3,2,False,3.0,True,,27,2,life sciences,8.0,4
433,600,861,,research scientist,1,2,5,0,3,3,,3.0,False,divorced,5,4,life sciences,10.0,9
434,601,864,,sales executive,3,3,5,0,2,2,False,3.0,False,divorced,9,3,marketing,18.0,4
435,602,878,,human resources,1,2,5,0,3,3,True,4.0,False,,8,3,life sciences,,0
436,603,895,,research scientist,1,3,6,0,2,2,True,3.0,False,,11,4,,,3
437,604,900,,sales representative,1,3,5,0,0,3,False,3.0,False,married,21,2,medical,,5
438,606,936,,sales executive,2,2,5,0,3,6,True,3.0,False,,14,2,,,7
439,608,997,,research director,4,3,5,1,3,1,True,,False,divorced,1,2,medical,32.0,9
440,609,1048,sales,manager,3,3,6,0,4,1,,3.0,False,,1,2,,14.0,3
441,611,1071,,research scientist,1,3,5,0,3,4,False,3.0,False,married,9,3,medical,18.0,2
442,612,1116,,manager,4,4,5,2,1,3,True,,False,single,1,4,,,2
443,613,1132,research & development,laboratory technician,2,3,5,0,3,2,False,3.0,False,single,9,3,life sciences,9.0,9
444,615,1171,sales,sales executive,2,3,6,1,5,3,False,3.0,False,single,4,4,marketing,,7
445,616,1200,,research scientist,1,3,6,0,2,4,False,3.0,True,single,10,4,,6.0,1
446,617,1202,,research scientist,1,1,5,1,3,2,False,,False,married,15,1,,6.0,0
447,619,1245,,manufacturing director,3,3,5,1,4,2,False,3.0,False,,1,4,,33.0,7
448,620,1280,sales,manager,5,2,11,0,8,2,True,3.0,False,married,4,2,,,2
449,622,1309,,laboratory technician,2,3,10,1,1,3,,3.0,True,,7,2,life sciences,,1
450,624,1374,,research scientist,1,2,5,0,0,2,True,4.0,False,divorced,26,1,,5.0,1
451,625,1390,sales,sales executive,2,2,5,1,4,2,False,3.0,False,married,21,4,,8.0,3
452,627,1395,sales,sales executive,2,3,5,1,2,2,,3.0,False,married,41,1,life sciences,8.0,6
453,628,1397,research & development,healthcare representative,3,3,6,0,5,2,False,4.0,False,,25,2,,13.0,3
454,629,1409,,laboratory technician,1,3,5,0,4,2,True,,False,married,8,4,other,12.0,9
455,630,1425,,sales executive,2,3,5,0,1,3,,3.0,False,single,3,4,,15.0,3
456,631,1435,,laboratory technician,2,2,10,1,8,2,,3.0,False,single,47,4,life sciences,10.0,1
457,632,1445,,sales executive,2,3,5,0,3,3,,3.0,False,married,4,1,,,1
458,634,1469,sales,sales executive,2,3,5,1,3,4,True,3.0,False,single,5,3,,,0
459,636,1503,,sales executive,2,3,5,1,2,4,True,3.0,False,married,14,3,medical,,3
460,637,1534,,laboratory technician,1,3,5,1,0,3,False,3.0,True,single,9,4,life sciences,15.0,3
461,638,1546,,research scientist,1,3,5,0,3,3,,4.0,False,married,49,3,technical degree,,4
462,639,1548,,sales executive,2,3,8,7,1,5,True,3.0,False,,9,2,,,0
463,641,1598,,sales executive,2,3,5,1,2,2,True,3.0,False,married,14,2,life sciences,5.0,1
464,642,1599,,laboratory technician,1,4,6,0,2,0,False,3.0,False,divorced,27,3,,,5
465,643,1609,,research scientist,1,2,6,1,1,3,True,3.0,False,,7,3,,6.0,1
466,644,1638,research & development,manufacturing director,3,2,5,0,2,6,,3.0,False,,2,2,,10.0,3
467,645,1640,research & development,research scientist,1,3,8,7,7,2,False,3.0,False,married,10,3,,8.0,1
468,647,1664,research & development,healthcare representative,2,4,5,0,4,3,True,4.0,False,divorced,11,2,life sciences,13.0,6
469,648,1684,,laboratory technician,1,2,5,1,2,2,True,,True,single,8,1,medical,5.0,1
470,649,1704,,research scientist,1,2,5,1,4,2,True,3.0,False,,2,4,,6.0,0
471,650,1736,,manufacturing director,2,3,5,1,4,3,True,4.0,False,single,24,1,technical degree,9.0,2
472,651,1782,research & development,laboratory technician,1,2,5,0,4,3,,3.0,False,married,6,2,other,5.0,1
473,652,1826,,laboratory technician,1,1,5,0,3,2,True,,False,married,23,4,medical,6.0,0
474,654,1850,research & development,laboratory technician,1,3,5,0,2,3,,3.0,False,single,48,2,,6.0,0
475,655,1909,,sales executive,2,3,5,1,4,3,True,4.0,False,,8,3,,14.0,5
476,656,1924,,sales executive,2,3,10,0,9,2,False,3.0,False,single,15,4,marketing,,1
477,657,1941,,research director,5,3,5,4,3,3,False,3.0,False,married,2,1,life sciences,28.0,3
478,658,1949,,laboratory technician,1,4,5,0,2,3,,4.0,False,,9,4,,5.0,1
479,662,27,,sales representative,1,2,5,0,3,4,False,4.0,True,single,9,4,life sciences,,7
480,663,46,,research scientist,1,4,5,1,4,3,False,3.0,False,,2,2,medical,6.0,1
481,664,52,,sales executive,2,4,5,1,3,3,False,,False,married,18,3,life sciences,,2
482,665,68,sales,sales executive,2,3,4,1,3,2,False,4.0,False,,1,5,marketing,9.0,5
483,666,79,,laboratory technician,2,3,10,9,9,2,,3.0,False,single,29,5,life sciences,10.0,1
484,667,80,,research director,5,2,27,13,8,2,False,,False,divorced,7,2,medical,,5
485,668,91,,sales executive,2,2,4,1,3,2,False,,False,single,1,1,,20.0,7
486,669,119,,healthcare representative,4,2,22,11,11,3,False,4.0,False,married,1,4,life sciences,22.0,1
487,670,126,,research director,3,3,4,0,3,5,False,3.0,False,,2,4,technical degree,16.0,9
488,672,148,,manager,4,4,5,4,4,3,True,,False,single,26,3,,,2
489,673,150,,laboratory technician,1,3,5,1,2,2,,3.0,False,married,18,1,life sciences,,0
490,675,198,,laboratory technician,1,2,5,1,2,3,True,3.0,False,single,2,1,,6.0,0
491,676,216,,sales representative,1,3,4,1,2,3,False,3.0,False,,10,4,,,6
492,678,230,,sales executive,2,2,8,0,7,2,False,,False,single,1,4,life sciences,12.0,4
493,680,270,,manufacturing director,2,3,5,0,2,5,False,3.0,False,divorced,21,2,,11.0,2
494,681,277,,research scientist,1,3,5,2,0,4,True,3.0,False,divorced,10,4,,,1
495,682,299,,sales executive,2,2,6,0,1,5,True,3.0,True,,26,4,,9.0,5
496,683,315,,research scientist,1,2,4,0,1,3,True,3.0,True,single,13,1,medical,4.0,1
497,684,330,,sales representative,1,3,4,1,2,5,False,,False,married,4,2,,,2
498,685,369,,healthcare representative,2,4,6,1,5,2,True,3.0,False,,5,2,life sciences,6.0,1
499,686,386,,research director,4,3,5,1,3,5,True,3.0,False,married,3,4,,21.0,3
500,687,390,research & development,healthcare representative,2,3,5,3,3,3,,3.0,False,married,11,2,medical,5.0,1
501,689,412,,healthcare representative,2,4,8,0,7,2,True,3.0,False,single,16,2,medical,9.0,0
502,690,422,research & development,healthcare representative,2,1,5,1,2,2,,3.0,False,divorced,1,4,life sciences,,2
503,691,434,,research scientist,1,3,4,1,2,2,True,3.0,False,single,5,3,,4.0,1
504,692,450,,research scientist,2,3,4,0,3,4,False,,False,,20,4,life sciences,20.0,3
505,694,469,,sales executive,2,3,4,0,2,3,True,,False,,2,3,life sciences,,1
506,695,491,,healthcare representative,3,2,4,1,3,2,False,3.0,False,,10,3,,20.0,6
507,696,554,,sales representative,1,3,5,1,4,4,,3.0,True,single,1,1,technical degree,6.0,1
508,698,579,,research scientist,1,2,7,5,7,3,True,3.0,False,,2,4,,14.0,3
509,700,592,,sales executive,3,3,10,9,7,3,,3.0,False,single,30,4,medical,,1
510,701,599,sales,sales executive,2,3,14,1,10,3,True,3.0,False,single,10,2,,,7
511,703,641,,sales executive,2,3,5,1,4,5,,4.0,False,married,28,2,marketing,,1
512,705,655,research & development,research scientist,1,2,5,0,3,5,True,3.0,False,divorced,6,4,,6.0,0
513,706,667,,sales representative,1,3,4,0,2,3,,3.0,True,divorced,2,1,marketing,5.0,0
514,708,758,,laboratory technician,1,3,4,0,2,2,,3.0,False,,49,1,,5.0,1
515,709,760,,human resources,2,4,8,3,6,3,False,3.0,False,,24,3,,,9
516,710,791,,research scientist,1,3,4,1,2,3,,3.0,False,,19,4,medical,,0
517,711,796,,sales executive,2,2,4,1,2,2,True,3.0,True,single,8,3,,,6
518,712,799,,manufacturing director,2,3,5,1,4,4,True,,False,divorced,19,4,,,9
519,714,815,research & development,research director,4,3,4,0,3,3,False,3.0,False,,2,3,,,5
520,715,827,,manufacturing director,2,2,4,0,2,4,False,3.0,False,married,1,2,life sciences,8.0,9
521,718,865,,research scientist,2,4,5,1,3,3,True,3.0,False,married,8,2,,9.0,5
522,720,894,,laboratory technician,2,4,5,1,3,1,,3.0,False,married,3,3,,17.0,2
523,723,983,,sales executive,2,3,5,1,3,1,True,3.0,False,,10,3,,6.0,1
524,724,996,research & development,laboratory technician,1,3,5,0,2,2,False,,False,divorced,1,4,,8.0,3
525,725,1011,,manufacturing director,2,3,4,0,3,1,False,3.0,False,,1,1,,4.0,1
526,726,1019,research & development,laboratory technician,1,1,4,1,1,3,True,3.0,False,,8,1,life sciences,4.0,1
527,727,1032,,manufacturing director,4,2,5,4,3,4,False,3.0,False,,2,3,,,3
528,728,1045,sales,manager,4,3,9,1,1,4,False,3.0,False,married,11,2,,26.0,3
529,729,1049,,human resources,1,3,6,0,4,3,True,3.0,False,,24,4,,,1
530,731,1068,,research scientist,1,2,5,1,3,5,False,3.0,False,,26,1,medical,,1
531,733,1136,,research scientist,1,2,5,0,4,2,True,3.0,False,married,42,1,,,0
532,735,1179,,sales executive,2,2,10,1,4,3,False,3.0,False,married,10,3,marketing,,1
533,736,1188,,sales executive,2,1,4,1,3,2,,,True,single,9,3,,7.0,8
534,737,1211,,sales executive,2,3,4,0,3,3,False,3.0,False,divorced,29,4,life sciences,8.0,8
535,738,1228,,manufacturing director,2,3,6,1,4,3,True,3.0,False,divorced,2,4,technical degree,,2
536,739,1231,human resources,human resources,2,4,4,0,3,3,,3.0,False,married,2,5,,,7
537,741,1259,,research scientist,1,3,5,0,3,2,True,3.0,False,divorced,4,2,,,1
538,742,1338,,manager,5,3,7,7,7,4,False,3.0,False,single,8,4,life sciences,36.0,6
539,743,1349,sales,sales executive,2,3,9,1,7,2,True,3.0,False,,1,3,marketing,,0
540,744,1387,,sales executive,2,2,5,0,4,0,True,3.0,False,married,26,3,life sciences,5.0,1
541,745,1401,,manufacturing director,4,4,5,0,2,3,,3.0,False,married,28,2,,,2
542,746,1407,,research scientist,1,2,4,1,1,2,,3.0,False,single,2,1,medical,5.0,0
543,747,1420,,laboratory technician,2,2,4,1,3,2,True,4.0,True,,28,2,,20.0,3
544,748,1431,,research scientist,1,3,4,1,3,2,,3.0,False,,1,4,other,10.0,5
545,749,1446,,sales executive,2,3,4,0,3,3,True,3.0,False,,7,5,marketing,7.0,4
546,750,1477,,sales executive,2,3,4,0,3,2,False,3.0,False,,7,3,medical,5.0,0
547,751,1487,sales,sales executive,2,3,5,0,0,4,False,,True,single,13,3,,7.0,5
548,752,1499,,human resources,1,3,5,1,3,3,False,4.0,False,,16,3,life sciences,6.0,0
549,753,1533,research & development,laboratory technician,2,3,4,1,2,2,False,3.0,False,single,11,1,life sciences,5.0,0
550,754,1545,,manufacturing director,2,2,5,0,2,2,,3.0,False,,25,3,,5.0,1
551,755,1554,,sales representative,1,2,5,4,2,5,,4.0,False,married,28,4,,6.0,0
552,756,1563,,human resources,2,3,6,1,2,2,,3.0,False,,10,4,,10.0,3
553,757,1622,,manufacturing director,2,1,5,0,0,5,True,4.0,False,divorced,27,3,,6.0,0
554,758,1631,,manufacturing director,2,3,4,0,2,2,False,3.0,False,,19,3,life sciences,,3
555,759,1646,research & development,research scientist,1,3,6,1,3,2,False,3.0,False,,2,1,technical degree,6.0,1
556,760,1659,,laboratory technician,1,3,4,1,3,4,True,3.0,False,,7,3,,,2
557,762,1689,,healthcare representative,3,4,4,1,2,2,False,3.0,False,married,24,4,medical,11.0,3
558,763,1700,,sales executive,2,1,6,1,3,2,True,3.0,False,,1,4,,6.0,1
559,766,1739,,sales executive,3,1,4,0,2,2,False,3.0,False,married,19,3,,,3
560,767,1768,,laboratory technician,1,3,5,0,4,6,True,4.0,False,divorced,12,3,medical,7.0,8
561,768,1772,,laboratory technician,1,3,5,0,4,2,,4.0,False,divorced,9,4,life sciences,5.0,1
562,769,1792,,research scientist,1,3,5,2,3,2,True,3.0,True,,1,2,,,1
563,771,1800,research & development,research director,3,3,4,2,2,3,True,4.0,False,single,10,1,medical,,7
564,774,1822,,healthcare representative,2,3,5,0,3,3,True,3.0,False,,1,3,,12.0,4
565,776,1854,,research scientist,1,3,6,3,3,1,False,4.0,False,married,10,4,technical degree,10.0,3
566,777,1882,,sales executive,3,3,5,1,0,3,True,3.0,False,married,4,3,,9.0,2
567,778,1885,,research scientist,2,3,5,0,4,2,True,4.0,False,,7,4,medical,16.0,5
568,779,1931,,research scientist,1,3,5,1,2,3,False,,False,,2,4,technical degree,6.0,1
569,780,1945,,sales executive,2,3,5,0,4,2,True,3.0,False,,18,4,,,0
570,781,1947,,research scientist,1,3,5,1,4,3,True,3.0,False,single,16,3,medical,5.0,1
571,782,1954,,healthcare representative,2,3,5,0,2,5,False,3.0,False,married,1,3,life sciences,6.0,0
572,783,1969,research & development,research scientist,2,3,4,2,3,6,False,3.0,False,married,9,2,,9.0,3
573,784,1981,,healthcare representative,2,2,4,1,2,2,True,3.0,False,single,41,2,life sciences,4.0,1
574,785,1997,,manufacturing director,2,2,8,7,7,1,False,3.0,False,married,6,4,,10.0,2
575,786,1998,,research scientist,2,3,4,1,2,3,,3.0,False,,18,4,,9.0,6
576,787,1999,,research scientist,1,3,5,1,0,3,,,False,,1,3,life sciences,,3
577,788,2018,,sales executive,2,3,5,0,4,3,,4.0,False,,8,2,,6.0,0
578,790,2044,,sales executive,2,3,6,0,1,3,True,3.0,True,,1,4,,12.0,7
579,792,2046,,sales executive,2,3,5,0,1,3,True,3.0,False,,20,3,,,8
580,794,2052,,research scientist,1,1,4,1,1,5,True,3.0,False,married,1,4,,4.0,1
581,795,2053,,laboratory technician,2,2,4,0,3,2,False,3.0,False,,13,2,other,10.0,4
582,796,2068,,laboratory technician,2,4,4,1,2,3,True,3.0,False,,8,3,,,2
583,797,7,,laboratory technician,1,3,2,2,2,3,False,3.0,False,married,2,1,,6.0,9
584,798,16,research & development,research scientist,1,3,5,4,3,1,True,3.0,False,divorced,26,1,,5.0,1
585,799,18,,laboratory technician,1,3,2,1,2,2,,3.0,False,divorced,38,2,,3.0,0
586,800,19,research & development,laboratory technician,1,2,4,0,3,4,True,3.0,True,single,24,3,life sciences,6.0,5
587,801,21,,research scientist,1,4,6,0,5,5,,3.0,False,divorced,5,2,,7.0,0
588,802,24,research & development,research scientist,1,3,3,1,2,3,True,3.0,False,single,2,3,life sciences,6.0,5
589,803,26,,manufacturing director,2,4,4,1,3,5,True,3.0,False,,11,2,,5.0,0
590,804,31,,research scientist,1,3,4,1,3,2,True,3.0,True,single,6,1,,,2
591,805,33,research & development,research scientist,1,1,10,6,7,5,False,,True,,16,1,,,1
592,806,38,,manager,5,3,2,2,1,2,False,3.0,False,single,2,4,marketing,22.0,3
593,807,40,,healthcare representative,2,3,4,1,3,5,False,3.0,False,married,10,4,other,,2
594,808,47,,sales representative,1,2,3,0,2,2,True,3.0,True,married,3,2,,3.0,1
595,809,49,,sales representative,1,3,2,2,2,3,True,3.0,False,married,2,3,marketing,2.0,1
596,810,65,,laboratory technician,1,3,2,2,2,3,True,,True,single,5,4,,2.0,1
